DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;CLASE;ESC;P6030S1;P6030S3;DPTO;fex_c_2011
1029913;1;2;1;10;2;1;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;4;1998;27;1326,66214260511
1029913;1;3;1;10;1;2;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;6;1999;27;1326,66214260511
1029913;1;4;1;10;1;1;1;6;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;12;2002;27;1326,66214260511
1029914;1;1;1;10;1;2;1;46;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;1962;27;1155,47910270458
1029914;1;2;1;10;2;2;1;16;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;9;1992;27;1155,47910270458
1029915;1;1;1;10;1;1;1;52;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;1956;27;1258,54666427758
1029915;1;2;1;10;2;2;1;46;2;3;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;6;1962;27;1258,54666427758
1029915;1;3;1;10;3;1;1;26;5;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;8;1982;27;1258,54666427758
1029915;1;4;1;10;4;1;1;17;5;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;4;1991;27;1258,54666427758
1029916;1;1;1;10;1;2;1;45;1;5;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;1963;27;1155,47910270458
1029916;1;2;1;10;2;2;1;17;4;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;12;1991;27;1155,47910270458
1029921;1;1;1;10;1;2;1;29;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;9;1979;27;1359,09290827675
1029921;1;2;1;10;1;2;1;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;7;2000;27;1359,09290827675
1029921;1;3;1;10;1;2;1;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;10;2007;27;1359,09290827675
1029925;1;1;1;10;1;2;1;53;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;4;1955;27;1054,40427890733
1029928;1;1;1;10;1;1;1;80;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;10;1928;27;1633,83286657079
1029928;1;2;1;10;2;2;1;50;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;1;1959;27;1633,83286657079
1029928;1;3;1;10;3;1;1;20;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;6;1988;27;1633,83286657079
1029928;1;4;1;10;4;2;1;18;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;4;1990;27;1633,83286657079
1029928;1;5;1;10;5;1;1;16;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;11;1992;27;1633,83286657079
1029928;1;6;1;10;6;1;1;12;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;11;1996;27;1633,83286657079
1029928;1;7;1;10;7;1;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;10;1998;27;1633,83286657079
1029928;1;8;1;10;2;1;1;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;6;2008;27;1633,83286657079
1029929;1;1;1;10;1;2;1;70;1;5;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;12;1938;27;1512,81462967502
1029930;1;1;1;10;1;2;1;58;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;1950;27;1512,81462967502
1029940;1;1;1;10;1;2;1;21;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;5;1987;27;1433,28363959532
1029940;1;2;1;10;1;1;1;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;7;2008;27;1433,28363959532
1029940;1;3;1;10;3;1;1;14;5;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;1;1995;27;1433,28363959532
1029940;1;4;1;10;1;1;1;9;5; ;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;8;1999;27;1433,28363959532
1029940;1;5;1;10;1;1;1;7;5; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;7;2001;27;1433,28363959532
1029941;1;1;1;10;1;2;1;64;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;1944;27;1632,7281786881
1029941;1;2;1;10;2;1;1;12;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;5;1996;27;1632,7281786881
1029941;1;3;1;10;1;1;1;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;6;2000;27;1632,7281786881
1029943;1;1;1;10;1;1;1;81;1;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;6;1927;27;1142,14279774357
1029946;1;1;1;10;1;1;1;50;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;3;1958;27;1250,85826452667
1029946;1;2;1;10;2;2;1;49;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;7;1959;27;1250,85826452667
1029946;1;3;1;10;3;1;1;10;4;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;3;1998;27;1250,85826452667
1029947;1;1;1;10;1;1;1;70;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;9;1938;27;1142,14279774357
1029948;1;1;1;10;1;2;1;51;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;4;1957;27;1174,31782792041
1029948;1;2;1;10;2;1;1;10;4;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;10;1998;27;1174,31782792041
1029948;1;3;1;10;1;1;1;8;4; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;11;2000;27;1174,31782792041
1029949;1;1;1;10;1;1;1;58;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;6;1950;27;1304,95808692288
1029949;1;2;1;10;2;2;1;61;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;8;1947;27;1304,95808692288
1029951;1;1;1;10;1;1;1;52;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;1;1957;27;1334,35054235602
1029951;1;2;1;10;2;2;1;53;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;3;1955;27;1334,35054235602
1029951;1;3;1;10;3;1;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;10;1998;27;1334,35054235602
1029951;1;4;1;10;2;1;1;9;4; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;10;1999;27;1334,35054235602
1029951;1;5;1;10;2;2;1;7;4; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;7;2001;27;1334,35054235602
1029953;1;1;1;10;1;1;1;35;1;2;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;9;1973;27;1145,58495648759
1029953;1;2;1;10;2;2;1;33;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;6;1975;27;1145,58495648759
1029953;1;3;1;10;2;1;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;8;1999;27;1145,58495648759
1029953;1;4;1;10;2;2;1;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;10;2007;27;1145,58495648759
1029954;1;1;1;10;1;1;1;71;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;7;1937;27;1304,95808692288
1029954;1;2;1;10;2;2;1;68;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;8;1940;27;1304,95808692288
1029955;1;1;1;10;1;1;1;69;1;5;2;1;5; ; ; ;2;2;2; ;1;0; ;2;0;8;1939;27;1149,83119749448
1029955;1;2;1;10;2;1;1;51;9;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;3;1957;27;1149,83119749448
1029957;1;1;1;10;1;1;1;68;1;2;2;2; ; ; ; ;2;1;2; ;3;5; ;2;5;10;1940;27;1682,48925865973
1029957;1;2;1;10;2;2;1;69;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;5;1939;27;1682,48925865973
1029957;1;3;1;10;3;1;1;12;4;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;8;1996;27;1682,48925865973
1029957;1;4;1;10;4;1;1;10;4;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;9;1998;27;1682,48925865973
1029962;1;1;1;10;1;1;1;81;1;5;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;12;1927;27;1142,14279774357
1029963;1;1;1;10;1;1;1;33;1;2;1; ; ;3; ; ;2;1;1;2;3;4; ;2;4;4;1975;27;1389,91052718851
1029963;1;2;1;10;2;2;1;18;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;8;1990;27;1389,91052718851
1029963;1;3;1;10;2;1;1;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;10;2008;27;1389,91052718851
1029964;1;1;1;10;1;1;1;28;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;1980;27;1357,68774024662
1029965;1;1;1;10;1;2;1;20;1;4;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;10;1988;27;1534,56644212231
1029965;1;2;1;10;2;2;1;5;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;2003;27;1534,56644212231
1029965;1;3;1;10;1;1;1;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;10;2006;27;1534,56644212231
1029966;1;1;1;10;1;1;1;83;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;8;1925;27;1142,14279774357
1029971;1;1;1;10;1;1;1;18;1;1;2;2; ; ; ; ;2;1;2; ;3;4; ;2;4;3;1990;27;1760,92850948784
1029971;1;2;1;10;2;2;1;15;2;1;2;2; ; ; ; ;2;1;2; ;3;4; ;2;4;8;1993;27;1760,92850948784
1029972;1;1;1;10;1;1;1;62;1;3;1; ; ;1;2;98;2;1;2; ;3;2; ;2;2;1;1947;27;1429,74116359036
1029972;1;2;1;10;2;2;1;55;2;3;1; ; ;1;5; ;2;1;2; ;3;2; ;2;2;1;1954;27;1429,74116359036
1029972;1;3;1;10;3;2;1;38;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;3;1970;27;1429,74116359036
1029972;1;4;1;10;4;1;1;24;3;6;1; ; ;3; ; ;2;1;2; ;5;12;2;2;12;9;1984;27;1429,74116359036
1029972;1;5;1;10;5;2;1;18;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;6;1990;27;1429,74116359036
1029972;1;6;1;10;6;2;1;16;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;7;1992;27;1429,74116359036
1029972;1;7;1;10;3;1;1;1;4; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;6;2007;27;1429,74116359036
1029973;1;1;1;10;1;1;1;62;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;7;1946;27;78,1832755733393
1029973;1;2;1;10;2;2;1;56;2;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;7;1952;27;78,1832755733393
1029973;1;3;1;10;3;1;1;54;5;6;1; ; ;3; ; ;2;1;1;2;3;4; ;2;4;2;1954;27;78,1832755733393
1029973;1;4;1;10;4;1;1;16;5;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;8;1992;27;78,1832755733393
1029974;1;1;1;10;1;1;1;33;1;6;1; ; ;1;1;70000;2;1;2; ;6;5;4;2;16;4;1975;27;1457,94188032526
1029975;1;1;1;10;1;1;1;42;1;3;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;2;1966;27;1066,58334313494
1029975;1;2;1;10;2;2;1;38;2;1;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;7;1970;27;1066,58334313494
1029975;1;3;1;10;2;1;1;7;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;7;2001;27;1066,58334313494
1029976;1;1;1;10;3;1;1;30;1;2;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;3;1978;27;1343,22392118907
1029976;1;2;1;10;2;2;1;39;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;2;1969;27;1343,22392118907
1029976;1;3;1;10;3;1;1;20;3;6;1; ; ;3; ; ;2;1;2; ;5;12;2;2;12;3;1988;27;1343,22392118907
1029977;1;1;1;10;1;1;1;62;1;3;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;7;1946;27;1037,8265499428
1029977;1;2;1;10;2;2;1;49;2;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;2;1959;27;1037,8265499428
1029977;1;3;1;10;3;1;1;14;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;2;1994;27;1037,8265499428
1029977;1;4;1;10;2;1;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;8;1999;27;1037,8265499428
1029993;1;1;1;10;1;1;1;34;1;6;2;2; ; ; ; ;1;1;2; ;3;2; ;2;2;6;1974;27;1457,94188032526
1029999;1;1;1;10;1;1;1;47;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;8;1961;27;1819,73145037082
1029999;1;2;1;10;2;2;1;24;2;2;1; ; ;3; ; ;2;1;1;2;4;7; ;2;7;8;1984;27;1819,73145037082
1029999;1;3;1;10;2;1;1;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;6;2004;27;1819,73145037082
1029999;1;4;1;10;1;2;1;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;4;2006;27;1819,73145037082
1029999;1;5;1;10;1;2;1;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;12;2008;27;1819,73145037082
1030000;1;1;1;10;1;2;1;77;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;1;1932;27;1624,5236223252
1030001;1;1;1;10;1;1;1;51;1;6;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;11;1957;27;1457,94188032526
1030002;1;1;1;10;1;2;1;35;1;4;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;8;1973;27;1058,3272179176
1030002;1;2;1;10;1;1;1;5;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;9;2003;27;1058,3272179176
1030003;1;1;1;10;1;1;1;62;1;4;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;12;1946;27;1226,48070596832
1030006;1;1;1;10;1;1;1;54;1;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;5;1954;27;1750,30376146059
1030006;1;2;1;10;2;1;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;4;1998;27;1750,30376146059
1030006;1;3;1;10;4;1;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;3;1999;27;1750,30376146059
1030006;1;4;1;10;4;2;1;2;3; ;2;1;3; ; ; ;2; ; ; ; ; ; ;2; ;9;2006;27;1750,30376146059
1030012;1;1;1;10;1;1;1;52;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;10;1956;27;1838,06684723056
1030012;1;2;1;10;2;2;1;39;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;5;1969;27;1838,06684723056
1030012;1;3;1;10;2;2;1;19;3;6;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;1;1990;27;1838,06684723056
1030012;1;4;1;10;2;1;1;16;3;6;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;10;1992;27;1838,06684723056
1030012;1;5;1;10;2;1;1;15;3;6;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;6;1993;27;1838,06684723056
1030012;1;6;1;10;2;1;1;13;3;6;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;10;1995;27;1838,06684723056
1030012;1;7;1;10;2;1;1;11;3;6;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;3;1997;27;1838,06684723056
1030012;1;8;1;10;2;1;1;9;3; ;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;2;1999;27;1838,06684723056
1030012;1;9;1;10;2;1;1;8;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;9;2000;27;1838,06684723056
1030012;1;10;1;10;2;1;1;6;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;2;2002;27;1838,06684723056
1030013;1;1;1;10;1;1;1;38;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;2;1970;27;1148,77566524163
1030013;1;2;1;10;2;2;1;29;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;10;1979;27;1148,77566524163
1030013;1;3;1;10;2;1;1;34;9;6;1; ; ;1;1;40000;2;1;2; ;3;3; ;2;3;4;1974;27;1148,77566524163
1030014;1;1;1;10;1;2;1;29;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;2;1979;27;1221,92091477748
1030014;1;2;1;10;1;2;1;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;5;2001;27;1221,92091477748
1030014;1;3;1;10;1;1;1;5;3; ;1; ; ;3; ; ;2;2;1;2;2;1; ;2;0;4;2003;27;1221,92091477748
1030022;1;1;1;10;2;1;1;49;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;5;1959;27;1006,97199085523
1030022;1;2;1;10;2;2;1;41;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;1;1968;27;1006,97199085523
1030022;1;3;1;10;2;2;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;10;1999;27;1006,97199085523
1030022;1;4;1;10;2;1;1;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;10;2005;27;1006,97199085523
1030022;1;5;1;10;2;1;1;63;9;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;1945;27;1006,97199085523
1030023;1;1;1;10;2;1;1;45;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;11;1963;27;1720,76616957116
1030023;1;2;1;10;2;2;1;27;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;4;1981;27;1720,76616957116
1030023;1;3;1;10;2;1;1;13;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;6;1995;27;1720,76616957116
1030023;1;4;1;10;2;2;1;57;9;5;1; ; ;1;2;98;2;2;2; ;1;0; ;2;0;12;1951;27;1720,76616957116
1030023;1;5;1;10;2;1;1;17;9;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;1;1992;27;1720,76616957116
1030024;1;1;1;10;1;1;1;50;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;7;1958;27;1140,51954002428
1030024;1;2;1;10;2;2;1;41;2;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;1;1968;27;1140,51954002428
1030026;1;1;1;10;2;1;1;45;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;11;1963;27;1241,42121035223
1030026;1;2;1;10;2;2;1;45;2;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;2;1963;27;1241,42121035223
1030026;1;3;1;10;2;1;1;7;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;3;2001;27;1241,42121035223
1030026;1;4;1;10;2;2;1;81;5;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;2;1927;27;1241,42121035223
1030034;1;1;1;10;1;1;1;59;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;5;1949;27;1283,61256890937
1030034;1;2;1;10;2;2;1;40;2;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;2;1968;27;1283,61256890937
1030034;1;3;1;10;2;1;1;26;3;6;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;11;1982;27;1283,61256890937
1030034;1;4;1;10;2;1;1;13;3;6;1; ; ;3; ; ;2;1;1;1;3;5; ;2;5;1;1996;27;1283,61256890937
1030034;1;5;1;10;2;2;1;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;3;2001;27;1283,61256890937
1030045;1;1;1;10;1;1;1;49;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;2;1959;27;1412,6516100993
1030045;1;2;1;10;2;2;1;34;2;2;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;9;1974;27;1412,6516100993
1030045;1;3;1;10;2;2;1;10;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;9;1998;27;1412,6516100993
1030045;1;4;1;10;2;2;1;7;3; ;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;9;2001;27;1412,6516100993
1030046;1;1;1;10;2;1;1;34;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;11;1974;27;1304,11323688417
1030046;1;2;1;10;2;2;1;31;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;12;1977;27;1304,11323688417
1030046;1;3;1;10;2;2;1;6;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;6;2002;27;1304,11323688417
1030048;1;1;1;10;2;1;1;69;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;11;1939;27;1401,31857318561
1030048;1;2;1;10;2;2;1;58;2;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;2;1950;27;1401,31857318561
1030049;1;1;1;10;2;1;1;47;1;1;1; ; ;1;1;60000;2;1;2; ;4;7; ;2;7;5;1961;27;65,1361462899972
1030049;1;2;1;10;2;2;1;43;2;1;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;2;1965;27;65,1361462899972
1030049;1;3;1;10;2;1;1;22;3;6;1; ; ;1;1;60000;2;1;2; ;5;11;2;2;11;1;1987;27;65,1361462899972
1030050;1;1;1;10;1;1;1;38;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;5;1970;27;1457,94188032526
1030053;1;1;1;10;1;1;1;23;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;3;1985;27;3582,87766047583
1030053;1;2;1;10;2;1;1;24;5;6;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;5;1984;27;3582,87766047583
1030053;1;3;1;10;3;1;1;13;5;6;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;3;1995;27;3582,87766047583
1030054;1;1;1;10;1;1;1;55;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;9;1953;27;2792,7986616846
1030054;1;2;1;10;2;2;1;55;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;7;1953;27;2792,7986616846
1030054;1;3;1;10;3;1;1;12;4;6;1; ; ;3; ; ;2;1;1;1;3;5; ;2;5;10;1996;27;2792,7986616846
1030055;1;1;1;10;1;1;1;54;1;2;1; ; ;3; ; ;2;1;2; ;1;0; ;2;0;9;1954;27;2174,76143904332
1030055;1;2;1;10;2;2;1;45;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;8;1963;27;2174,76143904332
1030055;1;3;1;10;3;2;1;17;4;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;4;1991;27;2174,76143904332
1030098;1;1;1;10;1;1;1;29;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;8;1979;52;151,934472787214
1030098;1;2;1;10;2;2;1;20;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;10;1988;52;151,934472787214
1030098;1;3;1;10;2;2;1;4;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;11;2004;52;151,934472787214
1030098;1;4;1;10;2;2;1;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;8;2006;52;151,934472787214
1030098;1;5;1;10;2;1;1;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;1;2008;52;151,934472787214
1030099;1;1;1;10;1;1;1;33;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;4;1975;52;116,369820418895
1030099;1;2;1;10;2;2;1;28;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;1;1981;52;116,369820418895
1030099;1;3;1;10;2;2;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;10;1999;52;116,369820418895
1030099;1;4;1;10;2;2;1;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;3;2000;52;116,369820418895
1030099;1;5;1;10;2;1;1;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;6;2005;52;116,369820418895
1030100;1;1;1;10;1;1;1;26;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;6;1982;52;108,884064767055
1030100;1;2;1;10;2;2;1;26;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;7;1982;52;108,884064767055
1030100;1;3;1;10;2;2;1;5;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;2;2004;52;108,884064767055
1030101;1;1;1;10;1;1;1;69;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;5;1939;52;117,00001040291
1030101;1;2;1;10;2;2;1;68;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;7;1940;52;117,00001040291
1030103;1;1;1;10;1;1;1;55;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;1953;52;122,905023229035
1030103;1;2;1;10;2;1;1;49;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;12;1959;52;122,905023229035
1030103;1;3;1;10;2;1;1;14;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;7;1994;52;122,905023229035
1030103;1;4;1;10;2;2;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;5;1998;52;122,905023229035
1030103;1;5;1;10;2;1;1;7;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;2;2001;52;122,905023229035
1030104;1;1;1;10;1;1;1;43;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;9;1965;52;116,369820418895
1030104;1;2;1;10;2;2;1;35;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;1973;52;116,369820418895
1030104;1;3;1;10;2;2;1;7;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;1;2002;52;116,369820418895
1030104;1;4;1;10;2;1;1;4;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;9;2004;52;116,369820418895
1030104;1;5;1;10;2;2;1;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;1;2006;52;116,369820418895
1030105;1;1;1;10;1;1;1;59;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;1949;52;3290,82165333431
1030107;1;1;1;10;1;1;1;28;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;1980;52;4443,65243875185
1030107;1;2;1;10;2;2;1;22;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;2;1986;52;4443,65243875185
1030107;1;3;1;10;2;2;1;6;3; ;1; ; ;3; ; ;2;1;1;1;3;0; ;2;0;7;2002;52;4443,65243875185
1030107;1;4;1;10;2;1;1;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;10;2006;52;4443,65243875185
1030108;1;1;1;10;1;1;1;30;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;8;1978;52;3060,17565551475
1030108;1;2;1;10;2;2;1;25;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;2;1984;52;3060,17565551475
1030109;1;1;1;10;1;1;1;32;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;7;1976;52;3300,73944168042
1030109;1;2;1;10;2;2;1;27;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;12;1981;52;3300,73944168042
