DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P6440;P6450;P6460;P6460S1;P6400;P6422;P6424;P6424S2;P6424S3;P6424S1;P6426;P6430;P6430S1;P6480;P6480S1;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585;P6585S2A1;P6585S3A1;P6585S4A1;P6585S3A2;P6585S2A2;P6585S1A2;P6585S2;P6585S3;P6585S1A1;P6585S4;P6585S1;P6580;P6580S1;P6580S2;P6630S3;P6630S4A1;P6630S3A1;P6630S2A1;P6630S1A1;P6630S4;P6630S2;P6630S1;P6640;P6642S2;P6642S1;P6765;P6765S1;P6772;P6750;P6760;P550;P6780;P6780S1;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6835;P6835S1;P6835S2;P6836;P6836S1;P6836S2;P6837;P6837S1;P6837S2;P6870;P6880;P6880S1;P6910;P6910S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S8;P6980S7A1;P6990;P7020;P7026;P7028;P7028S1;P7040;P7045;P7050;P7050S1;P7070;P760;P6410;P6640S1;P6642S11;P6642S7;P6642S8;P6642S9;P6642S10;P6642S12;P6642S5;P6642S4;P6642S3;P6642S6;P9440;P9450;P6630S6;P6630S6A1;P6410S1;P6545S1;P6545;P6545S2;P6915S1;P6915;P6585S4A2;P6773;P6773S1;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170;P7170S1;P7170S2;P7170S3;P7170S4;P7170S5;P7170S6;P7180;P7190;P7200;P7240;P7240S1;CLASE;OCI;P6420S1;RAMA4D;OFICIO;RAMA2D;RAMA4DP8;RAMA2DP8;DPTO;fex_c_2011
611565;1;1;60;2;;;;;;;;;;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;200000;1;200000;1;;6;42;;.;42;;;1;5;18;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;1;1;1;1;2;2;2;2;2;2;2;;2;1;;2;2;2;3;3;3;2;2;3;5;;2;1;;140;61;1;;;44;350.119.753.634.169
611566;1;2;60;2;;;;;;;;;;0;8;;1;;0;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;4;6;3;SOLO TRABAJO ESE DIA (JORNAL);6;;;1;6;12;2;;;;;;4;8;;;;2;;;;1;;;;;;;;1;;2;1;4;1;;2;;;;;3;;;;;;;;;;;;;2;2;2;;;;2;;;5;;;;1;40;1;1;1;1;1;1;2;2;2;2;2;2;2;;1;1;;3;3;3;3;3;3;2;2;3;3;;2;1;;121;62;1;;;44;411.002.243.450.824
611566;1;3;60;2;;;;;;;;;;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0;0;1080000;3;;9;70;;.;70;;;1;7;11;1;14;20;2;;;1;6;;;;2;;;;1;;;;;;;;1;;2;1;12;4;;2;;;;;2;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;1;1;1;1;1;1;2;2;2;2;2;;1;1;;2;3;2;3;3;3;2;2;3;3;;2;1;;6421;38;64;;;44;411.002.243.450.824
611566;1;4;60;2;;;;;;;;;;0;1;;1;;0;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;4;6;1;;6;;;1;6;12;2;;;;;;4;8;;;;2;;;;1;;;;;;;;1;;2;1;4;1;;2;;;;;3;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;1;40;1;1;1;1;1;1;2;1;2;2;2;2;2;;1;1;;3;3;2;3;3;3;2;2;3;3;;2;1;;121;62;1;;;44;411.002.243.450.824
611580;1;1;60;2;;;;;;;;;;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;100000;1;1200000;3;;12;56;;.;56;;;1;6;14;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;7;;;;2;;;;1;1;2;1;2;2;2;2;2;2;2;;2;1;;2;2;2;3;4;2;2;2;3;7;;2;1;;501;64;5;;;27;632.372.908.937.952
611580;1;2;60;2;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;80000;1;960000;1;;12;52;;.;52;;;1;6;14;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;7;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;4;2;2;2;3;9;;2;1;;114;61;1;;;27;632.372.908.937.952
611582;1;1;60;2;;;;;;;;;;720;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;100000;1;;3;;12;60;;.;60;;;1;6;17;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;9;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;4;3;2;2;2;7;;2;1;;501;64;5;;;27;736.570.084.267.376
611582;1;2;60;2;;;;;;;;;;720;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;80000;1;;3;;12;54;;.;54;;;1;6;16;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;10;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;4;2;2;2;2;9;;2;1;;501;64;5;;;27;736.570.084.267.376
611582;1;4;60;2;;;;;;;;;;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;200000;1;;3;;12;70;;.;70;;;1;6;18;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;10;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;4;2;2;2;2;8;;2;1;;501;64;5;;;27;736.570.084.267.376
611587;1;1;60;2;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;250000;1;;3;;12;63;;.;63;;;1;8;19;2;;;;;;1;1;;;;2;;;;1;;;;;;;;1;;2;1;240;4;;2;;;;;0;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;3;2;3;3;3;2;2;3;3;;2;1;;5224;41;52;;;27;427.663.196.227.705
611588;1;1;60;2;;;;;;;;;;24;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;330000;1;;1;;12;60;;.;60;;;1;6;16;2;;;;;;1;7;;;;2;;;;1;;;;;;;;1;;2;1;200;4;;2;;;;;0;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;3;3;2;3;3;3;2;2;3;9;;2;1;;2693;89;26;;;27;467.248.799.358.872
611590;1;1;60;2;;;;;;;;;;360;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;560000;1;;3;;12;70;;.;70;;;1;6;17;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;10;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;4;2;2;3;2;5;;2;1;;113;61;1;;;27;338.879.456.129.092
611590;1;2;60;2;;;;;;;;;;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;430000;1;;3;;12;70;;.;70;;;1;6;16;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;7;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;4;2;2;3;2;7;;2;1;;118;61;1;;;27;338.879.456.129.092
611591;1;1;60;2;;;;;;;;;;384;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;570000;1;;3;;12;77;;.;77;;;1;5;17;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;10;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;4;2;2;3;2;9;;2;1;;113;61;1;;;27;268.275.943.405.163
611594;1;1;60;2;;;;;;;;;;268;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;200000;1;2400000;3;;12;56;;.;56;;;1;6;16;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;11;;;;2;;;;1;1;2;1;2;2;2;2;2;2;2;;2;1;;3;3;3;3;3;3;2;2;2;8;;2;1;;201;63;2;;;27;324.843.345.185.824
611601;1;1;60;2;;;;;;;;;;360;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;99;;3;;12;56;;.;56;;;1;7;5;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;3;2;3;3;3;2;3;2;8;;2;1;;113;61;1;;;27;32.882.374.423.629
611601;1;2;60;2;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;99;;2;;12;48;;.;48;;;1;7;2;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;8;;2;1;;1411;71;14;;;27;32.882.374.423.629
611603;1;2;60;2;;;;;;;;;;180;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;99;99;2;;12;56;;.;56;;;1;6;6;2;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;1;1;2;2;2;2;2;1;2;1;2;;2;1;;3;3;3;3;3;3;2;2;2;8;;2;1;;1320;71;13;;;27;204.004.882.861.176
611604;1;1;60;2;;;;;;;;;;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;99;99;3;;12;48;;.;48;;;1;7;6;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;2;8;;2;1;;113;61;1;;;27;436.800.278.026.787
611606;1;1;60;2;;;;;;;;;;262;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;99;;3;;12;56;;.;56;;;1;8;5;2;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;11;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;2;3;8;;2;1;;113;61;1;;;27;404.839.066.249.602
611608;1;1;60;2;;;;;;;;;;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;150000;1;;1;;3;12;2;;24;;;1;8;12;2;;;;;;1;8;;;;2;;;;1;;;1;;;;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;4;;;;1;20;1;1;1;1;2;1;2;1;2;2;1;1;2;;1;1;;3;3;2;3;3;2;2;2;3;5;;2;1;;501;64;5;;;27;566.800.651.469.846
611608;1;2;60;1;2;1;;9;1;;1;1;1;10;2;;2;;868000;2;;;2;;2;;2;;2;;;12300;;;;1;;1;9;;2;2;2;;;1;;660000;868000;;2;1;2;2;;;;;;;;;;;12;42;;.;42;;;1;7;13;2;;;;;;2;7;;;;1;2;1;4;1;1;;;;;;;;;9;2;;;;2;;;;;;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;8;;2;1;;8011;13;80;;;27;566.800.651.469.846
611614;1;1;60;2;;;;;;;;;;50;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;100000;1;;1;;2;18;1;;24;;;2;;;;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;1;120;1;;2;;;;;12;;;;;;;;;;;;;;2;;;;;;;;2;;;;1;4;2;1;1;1;2;1;2;1;1;2;1;1;2;;2;1;;3;3;2;3;3;3;2;1;3;5;;2;1;;113;61;1;;;27;404.839.066.249.602
611616;1;1;60;2;;;;;;;;;;360;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;400000;1;4500000;3;;12;48;;.;48;;;1;8;16;2;;;;;;1;8;;;;2;;;;1;;;;;;1;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;1;1;2;1;1;2;2;2;1;1;2;;2;1;;3;2;2;3;3;2;2;2;3;5;;2;1;;201;63;2;;;27;394.157.457.153.539
611616;1;4;60;2;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;150000;1;1800000;3;;12;24;1;;24;;;1;8;12;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;1;24;1;1;1;1;1;1;2;2;2;1;1;1;2;;2;1;;3;3;2;3;3;3;2;3;3;5;;2;1;;201;63;2;;;27;394.157.457.153.539
611617;1;1;60;2;;;;;;;;;;300;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;500000;1;6000000;3;;12;48;;.;48;;;1;8;16;2;;;;;;1;8;;;;2;;;;1;;;;;;1;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;1;3;3;2;2;3;3;5;;2;1;;201;63;2;;;27;365.334.928.129.591
611618;1;1;60;2;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;150000;1;150000;1;;1;4;1;;24;;;1;8;11;2;;;;;;2;8;;;;2;;;;1;;;;;;1;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;1;24;1;1;1;1;2;1;2;1;2;1;1;1;2;;1;1;;3;3;2;3;4;3;2;2;3;5;;2;1;;501;64;5;;;27;784.915.509.299.892
611619;1;1;60;1;2;2;12;1;2;;2;2;2;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;234000;1;;3;;12;40;;.;40;;;1;8;16;2;;;;;;9;1;;;;2;;;;1;;;;;;1;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;2;;;;1;1;2;1;2;1;2;2;1;2;2;;2;1;;2;2;2;3;4;2;2;2;3;3;;2;1;;8532;54;85;;;27;251.415.803.350.783
611620;1;1;60;2;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;200000;1;;1;;8;42;;.;48;;;1;7;14;2;;;;;;1;8;;;;2;;;;1;;;;;;1;;;;2;1;24;4;;2;;;;;6;;;;;;;;;;;;;;2;;;;;;;;3;;;;2;;;;1;1;2;1;2;1;2;2;1;1;2;;2;1;;3;3;2;4;3;2;2;3;3;3;;2;1;;1320;71;13;;;27;324.145.040.588.534
611620;1;2;60;1;2;1;;1;1;;1;1;1;348;2;;5;;646000;2;;;2;;2;;2;;2;;;19000;;;;1;1;1;2;22000;2;1;2;;;1;;708000;654000;324000;2;1;1;2;;;;;;;;;;;12;44;;.;48;;;1;8;18;2;;;;;;9;7;;;;2;;;;1;1;;;;;;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;1;;2;1;;7512;59;75;;;27;324.145.040.588.534
611621;1;1;60;2;;;;;;;;;;360;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;300000;1;3500000;3;;11;42;;.;48;;;1;7;14;2;;;;;;1;8;;;;2;;;;1;;;;;;1;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;5;;2;1;;201;63;2;;;27;324.843.345.185.824
611622;1;1;60;2;;;;;;;;;;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;80000;1;960000;2;;12;42;;.;42;;;1;8;16;2;;;;;;1;8;;;;2;;;;1;;;;;;1;;;;2;1;5;4;;1;12;4;;50000;3;;;;;;;;;;;;;;2;;;;;;;;2;;;;1;12;2;1;1;1;2;1;2;1;2;2;1;1;2;;2;1;;3;3;2;3;3;3;2;2;3;5;;2;1;;502;64;5;;;27;587.449.839.104.426
611626;1;1;60;2;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;400;1;1100000;1;;3;24;1;;24;;;1;7;12;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;1;4;2;1;1;1;2;1;2;1;2;2;2;1;2;;2;1;;3;3;3;3;3;3;2;2;3;5;;2;1;;501;64;5;;;27;747.477.243.832.471
611630;1;1;60;2;;;;;;;;;;99;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;;99;99;3;;12;48;;.;7;1;;2;;;;;;;;;2;8;;;;2;;;;1;;;;;;1;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;1;1;2;1;1;2;2;1;1;2;2;;2;9;;3;2;2;3;3;2;2;2;2;5;;2;1;;113;61;1;;;27;832.319.253.618.083
611630;1;2;60;2;;;;;;;;;;99;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;40;;.;7;1;;1;8;15;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;3;;2;1;;113;62;1;;;27;832.319.253.618.083
611630;1;3;60;2;;;;;;;;;;99;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;;99;99;1;;5;8;2;;8;;;1;7;16;2;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;4;;;;2;;;;1;1;1;1;2;1;2;1;1;1;2;;2;1;;3;3;3;3;3;3;2;2;3;5;;2;1;;201;63;2;;;27;832.319.253.618.083
611631;1;1;60;2;;;;;;;;;;99;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;99;99;1;;9;48;;.;40;1;;1;7;18;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;1;1;1;1;1;1;2;1;1;1;2;;2;1;;2;2;2;2;2;2;2;2;2;5;;2;1;;501;64;5;;;27;672.754.064.253.914
611632;1;1;60;2;;;;;;;;;;99;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;99;99;1;;8;48;;.;48;;;1;7;16;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;3;;2;1;;501;64;5;;;27;591.278.287.742.299
611633;1;1;60;2;;;;;;;;;;99;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;99;99;1;;7;48;;.;40;2;;1;7;15;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;2;3;3;;2;1;;501;64;5;;;27;734.640.352.392.832
611634;1;2;60;2;;;;;;;;;;99;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;;99;99;1;;8;48;;.;48;;;1;7;15;2;;;;;;3;8;;;;2;;;;1;;;1;;;;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;5;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;5;;2;1;;113;61;1;;;27;640.650.615.858.595
611638;1;1;60;2;;;;;;;;;;7;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;EN EL ATRATO;;100000;1;99;1;;7;42;;.;4;1;;1;5;5;2;;;;;;1;10;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;10;;;;2;;;;1;1;1;1;2;2;2;1;1;1;2;;2;9;;2;2;2;2;2;2;2;2;2;8;;2;1;;501;64;5;;;27;684.645.683.539.996
611638;1;2;60;2;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;RIO ATRATO;;;1;99;1;;12;40;;.;40;;;1;5;6;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;11;;;;2;;;;1;1;1;1;2;2;2;2;2;2;2;;2;1;;3;3;3;3;3;3;2;3;3;8;;2;1;;501;64;5;;;27;684.645.683.539.996
611638;1;3;60;2;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;RIO ATRATO;;;1;99;1;;12;20;2;;20;;;1;6;5;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;11;;;;2;;;;1;1;1;1;1;2;2;1;2;2;2;;2;2;;3;3;3;2;2;3;2;2;3;5;;2;1;;501;64;5;;;27;684.645.683.539.996
611638;1;9;60;2;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;ATRATO;;;1;99;1;;5;21;1;;8;1;;1;7;4;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;11;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;8;;2;1;;501;64;5;;;27;684.645.683.539.996
611638;1;10;60;2;;;;;;;;;;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;RIO ATRATO;;;1;99;1;;6;18;1;;18;;;1;7;5;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;11;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;3;8;;2;1;;501;64;5;;;27;684.645.683.539.996
611639;1;1;60;2;;;;;;;;;;360;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;300000;1;;3;;6;30;1;;30;;;1;5;10;2;;;;;;2;8;;;;2;;;;1;;;;;;1;;;;2;1;120;4;;2;;;;;0;;;;;;;;;;;;;;2;;;;;;;;2;;;;1;24;2;1;1;1;2;1;2;1;2;2;1;1;2;;2;1;;3;3;2;3;3;3;2;2;3;3;;2;1;;501;64;5;;;27;771.209.588.945.932
611639;1;3;60;2;;;;;;;;;;84;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;200000;1;;1;;3;30;1;;24;7;VIAJE;1;5;9;2;;;;;;2;8;;;;2;;;;1;;;;1;;;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;1;4;1;1;1;1;1;1;2;1;2;1;1;1;2;;2;1;;3;3;2;3;3;3;2;2;3;5;;2;1;;501;64;5;;;27;771.209.588.945.932
611645;1;1;60;2;;;;;;;;;;180;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;50000;1;;3;;10;3;2;;15;;;2;;;;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;11;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;4;4;2;2;3;3;9;;2;1;;118;61;1;;;27;493.337.725.587.212
611645;1;10;60;2;;;;;;;;;;50;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;80000;1;;3;;10;15;1;;15;;;2;;;;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;11;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;4;4;2;2;3;3;9;;2;1;;140;61;1;;;27;493.337.725.587.212
611646;1;1;60;2;;;;;;;;;;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;250000;1;2400000;3;;10;40;;.;40;;;1;8;16;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;11;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;4;4;2;2;3;3;9;;2;1;;201;63;2;;;27;355.272.467.025.937
611646;1;2;60;2;;;;;;;;;;180;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;190000;1;750000;3;;8;40;;.;40;;;1;7;15;2;;;;;;1;11;A ORILLA DEL RIO;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;11;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;4;4;2;2;3;3;9;;2;1;;1411;71;14;;;27;355.272.467.025.937
611647;1;1;60;2;;;;;;;;;;220;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;200000;1;1000000;3;;9;40;;.;40;;;1;4;16;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;7;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;4;4;2;2;3;3;8;;2;1;;201;63;2;;;27;373.088.051.015.213
611648;1;1;60;2;;;;;;;;;;220;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;130000;1;700000;3;;9;40;;.;40;;;1;8;16;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;11;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;4;4;2;2;3;3;8;;2;1;;140;61;1;;;27;354.574.162.428.646
