directorio;secuencia_p;orden;P6240;P6250;P6260;P6270;P6280;P6290;P6300;P6310;P6320;P6330;P6340;P6350;P6351;Ft;mes;area;dpto;fex_c_2011
125522;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;08;08;251,082862869197
125522;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;251,082862869197
125522;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;251,082862869197
125523;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;341,47403889476
125525;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;566,11684972529
125525;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;566,11684972529
125526;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;54;54;295,794170091857
125526;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;295,794170091857
125527;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;88,8019178183425
125527;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;88,8019178183425
125527;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;88,8019178183425
125527;1;4;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;88,8019178183425
125528;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;977,052491402929
125528;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;977,052491402929
125531;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;775,921823784904
125531;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;775,921823784904
125532;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;235,118637515038
125532;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;235,118637515038
125536;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;08;08;290,59469031267
125536;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;290,59469031267
125536;1;3;3;2;2;2;2; ;1;12; ; ; ; ; ;1;06;08;08;290,59469031267
125540;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;860,299130246639
125544;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;180,311668963061
125544;1;2;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;50;50;180,311668963061
125544;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;180,311668963061
125544;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;180,311668963061
125545;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;187,648709830299
125545;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;187,648709830299
125548;1;1;4;2;2;2;2; ;1;7;1;2; ; ; ;1;06;66;66;222,684297739486
125548;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;222,684297739486
125548;1;3;4;2;2;2;2; ;1;7;1;2; ; ; ;1;06;66;66;222,684297739486
125553;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;52;52;127,854355840496
125553;1;2;3;2;2;2;2; ;1;7;2; ;2; ; ;1;06;52;52;127,854355840496
125553;1;3;4;2;2;2;1;3; ; ; ; ; ; ;1;1;06;52;52;127,854355840496
125578;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;208,096982553556
125578;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;208,096982553556
125578;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;208,096982553556
125579;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;76;76;458,944909186229
125579;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;458,944909186229
125579;1;3;6;2;2;2;1;2; ; ; ; ; ; ;1;1;06;76;76;458,944909186229
125579;1;4;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;458,944909186229
125584;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;215,387330914216
125584;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;215,387330914216
125585;1;1;6;2;2;2;1;1; ; ; ; ; ; ;1;1;06;76;76;429,534971306702
125585;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;76;76;429,534971306702
125586;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;450,880146998164
125586;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;450,880146998164
125586;1;3;6;2;2;2;1;3; ; ; ; ; ; ;1;1;06;76;76;450,880146998164
125586;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;450,880146998164
125587;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;162,725939923462
125587;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;52;52;162,725939923462
125587;1;3;3;2;2;2;1;3; ; ; ; ; ; ;1;1;06;52;52;162,725939923462
125588;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;929,059023629583
125588;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;929,059023629583
125588;1;3;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;76;76;929,059023629583
125589;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;76;76;1167,53508288424
125589;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;1167,53508288424
125592;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;177,905967375343
125592;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;177,905967375343
125593;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;135,171668861926
125593;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;135,171668861926
125593;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;135,171668861926
125596;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;906,496274449553
125596;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;906,496274449553
125598;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;170,819357236462
125598;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;170,819357236462
125601;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;737,917548286787
125601;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;737,917548286787
125601;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;737,917548286787
125603;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;50;50;135,171668861926
125603;1;2;6;2;2;2;1;1; ; ; ; ; ; ;2;1;06;50;50;135,171668861926
125603;1;3;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;135,171668861926
125608;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;128,783285164178
125608;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;128,783285164178
125608;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;128,783285164178
125608;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;128,783285164178
125613;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;151,031834583717
125613;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;151,031834583717
125613;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;151,031834583717
125628;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;160,131765206133
125633;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;161,749257783972
125634;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;160,131765206133
125636;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;50;50;117,007360657857
125638;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;23;23;158,024357811334
125638;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;158,024357811334
125638;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;158,024357811334
125644;1;1;2;1; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;129,297765962851
125644;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;129,297765962851
125648;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;117,007360657857
125653;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;95,1226318064121
125653;1;2;6;2;2;1; ; ; ; ; ; ; ; ; ;1;06;23;23;95,1226318064121
125659;1;1;4;2;2;2;1;3; ; ; ; ; ; ;1;1;06;52;52;212,962561093139
125659;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;212,962561093139
125663;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;05;05;829,512416770983
125663;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;829,512416770983
125663;1;3;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;829,512416770983
125663;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;829,512416770983
125685;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;54;54;492,21231097785
125694;1;1;6;2;2;1; ; ; ; ; ; ; ; ; ;1;06;50;50;141,071182509023
125694;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;141,071182509023
125698;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;636,928798481583
125698;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;636,928798481583
125698;1;4;6;2;2;2;2; ;1;13; ; ; ; ; ;1;06;08;08;636,928798481583
125698;1;5;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;636,928798481583
125699;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;54;54;359,018087075301
125699;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;54;54;359,018087075301
125699;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;54;54;359,018087075301
125700;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;141,071182509023
125700;1;2;6;2;2;1; ; ; ; ; ; ; ; ; ;1;06;50;50;141,071182509023
125702;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;141,071182509023
125702;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;141,071182509023
125703;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;240,928704410603
125703;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;52;52;240,928704410603
125706;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;129,495763284028
125706;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;129,495763284028
125710;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;161,235121758982
125715;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;554,417696764022
125715;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;554,417696764022
125715;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;554,417696764022
125718;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;538,097990182734
125718;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;538,097990182734
125718;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;538,097990182734
125727;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;119,058119387707
125727;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;119,058119387707
125729;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;480,699635104357
125729;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;480,699635104357
125729;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;480,699635104357
125736;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;633,06414674045
125736;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;633,06414674045
125736;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;633,06414674045
125736;1;4;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;633,06414674045
125737;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;2411,60374878085
125737;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;2411,60374878085
125739;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;1333,31168799187
125739;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;1333,31168799187
125741;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;3496,91716926048
125741;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;3496,91716926048
125760;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;2014,12083022105
125760;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;2014,12083022105
125768;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;660,736411055729
125768;1;2;4;2;2;2;1;2; ; ; ; ; ; ;1;1;06;76;76;660,736411055729
125777;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;736,516865710886
125777;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;736,516865710886
125779;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;757,595314495215
125783;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;1351,05398056616
125785;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;757,595314495215
125786;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;606,757219667391
125787;1;1;4;2;2;2;1;2; ; ; ; ; ; ;1;1;06;76;76;1597,40617569256
125787;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;1597,40617569256
125791;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;296,740436283297
125793;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;702,339380780102
125793;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;702,339380780102
125793;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;702,339380780102
125800;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;862,358206568479
125800;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;76;76;862,358206568479
125800;1;3;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;76;76;862,358206568479
125803;1;1;6;2;2;2;2; ;1;10; ; ; ; ; ;1;06;54;54;269,58906518571
125803;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;54;54;269,58906518571
125803;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;54;54;269,58906518571
125813;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;360,012799446179
125819;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;76;76;801,16485967374
125819;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;801,16485967374
125819;1;3;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;801,16485967374
125819;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;801,16485967374
125822;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;575,453226456987
125822;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;575,453226456987
125822;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;575,453226456987
125822;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;575,453226456987
125822;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;575,453226456987
125825;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;690,148807870554
125825;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;690,148807870554
125825;1;3;2;2;2;2;1;4; ; ; ; ; ; ;1;1;06;05;05;690,148807870554
125829;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;302,99024167081
125829;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;302,99024167081
125829;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;302,99024167081
125829;1;4;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;302,99024167081
125829;1;5;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;302,99024167081
125829;1;6;3;2;2;2;2; ;1;13; ; ; ; ; ;1;06;08;08;302,99024167081
125831;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;76;76;616,478138376219
125832;1;1;6;2;2;2;1;2; ; ; ; ; ; ;1;1;06;76;76;962,176184152155
125834;1;1;6;2;2;2;1;1; ; ; ; ; ; ;1;1;06;76;76;1066,72792161679
125837;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;1783,32465029571
125837;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;1783,32465029571
125838;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;506,939242083715
125838;1;2;3;2;2;2;2; ;1;9; ; ; ; ; ;1;06;76;76;506,939242083715
125838;1;3;4;2;2;2;2; ;1;9; ; ; ; ; ;1;06;76;76;506,939242083715
125840;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;592,611280138085
125840;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;592,611280138085
125840;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;592,611280138085
125841;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;1024,77416645801
125841;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;1024,77416645801
125844;1;1;4;2;2;2;2; ;1;3;1;2; ; ; ;1;06;76;76;904,65008968257
125847;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;1200,96084168649
125848;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;54;54;483,139794413869
125848;1;2;6;1; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;483,139794413869
125848;1;3;4;2;2;2;1;2; ; ; ; ; ; ;1;1;06;54;54;483,139794413869
125849;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;76;76;1597,40617569256
125849;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;1597,40617569256
125855;1;1;6;2;2;2;1;1; ; ; ; ; ; ;1;1;06;54;54;453,353444321704
125856;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;373,885136102283
125856;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;54;54;373,885136102283
125858;1;1;6;2;2;2;2; ;1;11; ; ; ; ; ;1;06;76;76;525,11968019372
125858;1;2;4;2;2;2;2; ;1;11; ; ; ; ; ;1;06;76;76;525,11968019372
125863;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;137,200984720652
125863;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;23;23;137,200984720652
125863;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;137,200984720652
125863;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;137,200984720652
125868;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;230,195915017691
125868;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;54;54;230,195915017691
125868;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;54;54;230,195915017691
125868;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;54;54;230,195915017691
125868;1;6;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;54;54;230,195915017691
125895;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;168,565201947816
125895;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;168,565201947816
125900;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;222,984522724455
125900;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;54;54;222,984522724455
125900;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;222,984522724455
125900;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;54;54;222,984522724455
125903;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;261,580982373672
125903;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;261,580982373672
125909;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;54;54;383,162585417345
125909;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;54;54;383,162585417345
125909;1;5;4;2;2;2;1;6; ; ; ; ; ; ;1;1;06;54;54;383,162585417345
125915;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;423,307644705294
125917;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;170,119975882361
125917;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;68;68;170,119975882361
125917;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;170,119975882361
125923;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;234,155161827688
125923;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;52;52;234,155161827688
125923;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;234,155161827688
125923;1;5;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;234,155161827688
125929;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;111,567623637239
125929;1;2;4;2;2;2;1;2; ; ; ; ; ; ;1;1;06;17;17;111,567623637239
125934;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;52;52;192,527377816803
125934;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;52;52;192,527377816803
125940;1;1;6;2;2;2;2; ;1;11; ; ; ; ; ;1;06;17;17;83,8377897475513
125940;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;83,8377897475513
125941;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;252,394026934948
125946;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;717,407385318115
125946;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;66;66;717,407385318115
125949;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;128,280965788587
125949;1;2;6;2;2;2;2; ;1;13; ; ; ; ; ;1;06;52;52;128,280965788587
125949;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;128,280965788587
125949;1;4;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;128,280965788587
125949;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;128,280965788587
125952;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;550,954987671151
125952;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;550,954987671151
125952;1;3;6;2;2;2;2; ;1;7;2; ;2; ; ;1;06;66;66;550,954987671151
125953;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;83,8377897475513
125953;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;83,8377897475513
125956;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;17;17;197,783540881833
125956;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;197,783540881833
125957;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;17;17;128,559301573191
125957;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;17;17;128,559301573191
125958;1;1;6;2;2;2;2; ;1;11; ; ; ; ; ;1;06;52;52;70,2037236514174
125958;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;70,2037236514174
125958;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;70,2037236514174
125960;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;68;68;445,698606544565
125960;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;445,698606544565
125960;1;3;4;2;2;2;1;3; ; ; ; ; ; ;1;1;06;68;68;445,698606544565
125962;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;128,559301573191
125962;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;128,559301573191
125964;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;468,798270455828
125964;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;68;68;468,798270455828
125965;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;68;68;415,369184458711
125965;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;415,369184458711
125965;1;3;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;68;68;415,369184458711
125965;1;4;6;1; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;415,369184458711
125968;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;52;52;141,558744548385
125972;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;2319,65196221783
125972;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;2319,65196221783
125972;1;3;3;2;2;2;2; ;1;3;1;1; ;2;1;1;06;76;76;2319,65196221783
125972;1;4;3;2;2;2;2; ;1;12; ; ; ; ; ;1;06;76;76;2319,65196221783
125979;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;147,380087013239
125979;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;147,380087013239
125979;3;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;147,380087013239
125984;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;579,126223328038
125984;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;579,126223328038
125984;1;3;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;66;66;579,126223328038
125984;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;579,126223328038
125985;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;70,2037236514174
125985;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;70,2037236514174
125985;1;3;6;2;2;2;2; ;1;13; ; ; ; ; ;1;06;52;52;70,2037236514174
125986;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;148,288197513573
125986;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;73;148,288197513573
125986;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;73;148,288197513573
125986;1;4;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;148,288197513573
125986;1;5;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;148,288197513573
125988;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;157,5090803603
