Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Clase;Esc;Mes;p6269;Dpto;Fex_c_2011
3925892;1;4;1;10;1;1;1;8;2008;7;3; ;1; ; ;3; ; ;2;1;1;1;3;0; ;2;0;01; ;05;5437,70015860748
3925893;1;1;1;10;1;1;1;5;1964;51;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;05;5437,70015860748
3925893;1;2;1;10;2;2;1;8;1972;43;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;05;5437,70015860748
3925893;1;3;1;10;2;1;1;1;2005;11;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;05;5437,70015860748
3925893;1;4;1;10;2;1;1;8;2012;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;05;5437,70015860748
3925896;1;1;1;10;1;2;1;11;1958;57;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;05;5183,75307797186
3925896;1;2;1;10;2;1;1;5;1999;16;5;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;05;5183,75307797186
3925899;1;1;1;10;1;1;1;10;1944;71;1;3;1; ; ;1;2;85000;2;1;2; ;3;5; ;2;5;01; ;05;3172,00320847817
3925899;1;2;1;10;2;2;1;5;1948;67;2;3;1; ; ;1;5; ;2;1;2; ;4;8; ;2;8;01; ;05;3172,00320847817
3925901;1;1;1;10;1;2;1;4;1962;53;1;5;1; ; ;1;1;16000;2;1;2; ;3;5; ;2;5;01; ;05;1955,0574324346
3925901;1;2;1;10;2;2;1;5;1994;21;3;6;1; ; ;1;1;31000;2;1;2; ;6;2;3;2;13;01; ;05;1955,0574324346
3925901;1;3;1;10;1;2;1;1;1997;18;3;6;1; ; ;1;5; ;2;1;1;2;6;1;2;2;12;01;2;05;1955,0574324346
3925902;1;1;1;10;2;1;1;1;1981;34;1;3;1; ; ;1;1;31000;2;1;1;1;6;2;2;2;13;01;2;05;5385,74021039762
3925902;1;2;1;10;2;2;1;3;1991;24;2;3;1; ; ;1;5; ;2;1;2; ;4;7; ;2;7;01; ;05;5385,74021039762
3925902;1;3;1;10;2;2;1;1;2008;8;3; ;1; ; ;1;5; ;2;2;1;1;3;1; ;2;1;01; ;05;5385,74021039762
3925903;1;1;1;10;1;1;1;1;1970;46;1;3;1; ; ;1;1;28500;2;1;2; ;3;5; ;2;5;01; ;05;4376,08957193297
3925903;1;2;1;10;2;2;1;8;1974;41;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;01; ;05;4376,08957193297
3925903;1;3;1;10;3;1;1;11;1997;18;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;05;4376,08957193297
3925904;1;1;1;10;1;1;1;4;1971;44;1;2;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;01; ;05;5191,88104010218
3925905;1;1;1;10;1;2;1;3;1982;33;1;4;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;05;2162,49474040827
3925905;1;2;1;10;2;2;1;5;2001;14;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;01; ;05;2162,49474040827
3925905;1;3;1;10;4;1;1;10;1990;25;5;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;05;2162,49474040827
3925905;1;4;1;10;4;2;1;9;1989;26;5;2;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;01; ;05;2162,49474040827
3925905;1;5;1;10;4;1;1;7;2010;5;5; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;01; ;05;2162,49474040827
3925906;1;1;1;10;1;1;1;7;1947;68;1;3;1; ; ;3; ; ;2;1;2; ;1;0; ;2;0;01; ;05;2162,49474040827
3925906;1;2;1;10;2;2;1;4;1961;54;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;05;2162,49474040827
3925906;1;3;1;10;3;2;1;11;1986;29;3;4;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;05;2162,49474040827
3925912;1;1;1;10;1;2;1;3;1966;49;1;4;1; ; ;1;5; ;2;1;2; ;4;6; ;2;6;01; ;05;4467,75663602873
3925912;1;2;1;10;2;1;1;10;1992;23;3;6;1; ; ;1;1;28500;2;1;2; ;4;9; ;2;9;01; ;05;4467,75663602873
3925912;1;3;1;10;3;2;1;12;1993;22;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;05;4467,75663602873
3925912;1;4;1;10;3;1;1;5;2013;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;05;4467,75663602873
3925912;1;5;1;10;1;1;1;1;1933;83;5;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;05;4467,75663602873
3925912;1;6;1;10;1;2;1;10;2011;4;4; ;2;2; ; ; ; ;2;2;1;1;2;0; ;2;0;01; ;05;4467,75663602873
3925913;1;1;1;10;1;1;1;4;1964;51;1;2;1; ; ;1;1;28500;2;1;1;1;4;0; ;2;5;01; ;05;4376,08957193297
3925913;1;2;1;10;2;2;1;7;1982;33;2;2;1; ; ;1;1;28500;2;1;2; ;5;11;2;2;11;01; ;05;4376,08957193297
3925913;1;3;1;10;3;1;1;7;2001;14;3;6;1; ; ;1;5; ;2;1;1;1;4;6; ;2;6;01; ;05;4376,08957193297
3925914;1;1;1;10;1;1;1;2;1949;66;1;4;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;05;3930,6776068344
3925917;1;1;1;10;1;1;1;4;1978;37;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;01; ;05;7753,63940753595
3925917;1;2;1;10;2;1;1;1;2003;12;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;05;7753,63940753595
3925917;1;3;1;10;2;1;1;5;2004;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;01; ;05;7753,63940753595
3925918;1;1;1;10;1;2;1;11;1978;37;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;05;2692,63472328397
3925919;1;1;1;10;1;1;1;5;1958;57;1;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;05;3930,6776068344
3925920;1;1;1;10;1;2;1;5;1969;46;1;4;1; ; ;1;1;31600;2;1;2; ;5;11;2;2;11;01; ;05;1955,0574324346
3925920;1;2;1;10;1;2;1;9;1992;23;3;6;1; ; ;1;1;31000;2;1;1;1;6;4;3;2;15;01; ;05;1955,0574324346
3925922;1;1;1;10;1;1;1;1;1958;58;1;4;1; ; ;1;1;31000;2;1;2; ;4;7; ;2;7;01; ;05;3930,6776068344
3925923;1;1;1;10;1;1;1;1;1984;32;1;4;1; ; ;3; ; ;2;1;1;2;4;9; ;2;9;01; ;05;5191,88104010218
3925928;1;1;1;10;1;2;1;2;1978;37;1;4;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;01; ;05;2434,34373745296
3925929;1;1;1;10;1;2;1;9;1977;38;1;4;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;01; ;05;1955,0574324346
3925929;1;2;1;10;1;2;1;5;2001;14;3;6;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;01; ;05;1955,0574324346
3925929;1;3;1;10;1;2;1;10;2003;12;3;6;1; ; ;1;5; ;2;1;1;1;3;5; ;2;5;01; ;05;1955,0574324346
3925932;1;1;1;10;1;2;1;4;1936;79;1;5;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;01; ;25;1636,45582051254
3925932;1;2;1;10;1;2;1;2;1972;44;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;25;1636,45582051254
3925933;1;1;1;10;1;2;1;3;1927;88;1;5;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;01; ;25;1636,45582051254
3925933;1;2;1;10;2;1;1;12;1946;69;5;5;1; ; ;1;2;82735;2;1;2; ;5;11;2;2;11;01; ;25;1636,45582051254
3925934;1;1;1;10;1;2;1;2;1940;75;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;25;1636,45582051254
3925934;1;2;1;10;1;1;1;8;1982;33;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;25;1636,45582051254
3925935;1;1;1;10;1;1;1;5;1995;20;1;2;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;01; ;25;5446,67697451439
3925935;1;2;1;10;2;2;1;4;1993;22;2;2;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;01; ;25;5446,67697451439
3925935;1;3;1;10;2;2;1;2;2015;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;25;5446,67697451439
3925966;1;1;1;10;1;1;1;11;1958;57;1;3;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;01; ;25;998,871486253965
3925966;1;2;1;10;2;2;1;8;1966;49;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;25;998,871486253965
3925966;1;3;1;10;3;1;1;11;1994;21;3;6;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;01; ;25;998,871486253965
3925966;1;4;1;10;4;2;1;7;2001;14;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;01; ;25;998,871486253965
3925967;1;1;1;10;1;1;1;9;1996;19;1;2;2;1;2; ; ; ;2;1;2; ;4;9; ;2;9;01; ;25;1732,50186644269
3925967;1;2;1;10;2;2;1;3;1997;18;2;2;1; ; ;3; ; ;2;1;2; ;5;10;1;2;10;01; ;25;1732,50186644269
3925967;1;3;1;10;2;2;1;10;2014;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;25;1732,50186644269
3925968;1;1;1;10;1;1;1;5;1955;60;1;2;1; ; ;3; ; ;2;1;2; ;6;5;4;2;16;01; ;25;1106,21952126504
3925969;1;1;1;10;1;1;1;7;1959;56;1;4;2;1;1; ; ; ;2;2;2; ;1;0; ;2;0;01; ;25;1106,21952126504
3925973;1;1;1;10;1;1;1;12;1979;36;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;25;1402,48545232044
3925973;1;2;1;10;2;2;1;8;1985;30;2;3;2;1;7; ; ; ;1;1;2; ;3;5; ;2;5;01; ;25;1402,48545232044
3925973;1;3;1;10;3;2;1;10;2004;11;3;6;2;1;7; ; ; ;2;1;1;1;4;6; ;2;6;01; ;25;1402,48545232044
3925973;1;4;1;10;2;1;1;7;2008;7;3; ;2;1;7; ; ; ;2;1;1;1;3;0; ;2;0;01; ;25;1402,48545232044
3925973;1;5;1;10;2;2;1;9;2011;4;3; ;2;1;7; ; ; ;1;2;2; ;1;0; ;2;0;01; ;25;1402,48545232044
3925974;1;1;1;10;1;1;1;12;1980;35;1;2;1; ; ;3; ; ;1;1;2; ;4;9; ;2;9;01; ;25;655,059414507738
3925974;1;2;1;10;2;2;1;3;1982;33;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;25;655,059414507738
3925974;1;3;1;10;3;2;1;2;2001;14;3;6;1; ; ;1;5; ;2;1;1;1;4;6; ;2;6;01; ;25;655,059414507738
3925975;1;1;1;10;1;2;1;8;1976;39;1;4;1; ; ;1;1;25774;2;1;2; ;5;10;1;2;10;01; ;25;558,943994999722
3925977;1;1;1;10;1;2;1;12;1966;49;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;25;906,59265236844
3925977;1;2;1;10;1;1;1;5;2004;11;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;25;906,59265236844
3925982;1;1;1;10;1;2;1;5;1959;56;1;5;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;01; ;25;1810,13929608535
3925982;1;2;1;10;1;1;1;4;1980;35;3;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;25;1810,13929608535
3925982;1;3;1;10;3;1;1;3;1962;53;9;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;25;1810,13929608535
3925983;1;1;1;10;1;1;1;7;1961;54;1;4;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;25;3489,81848441972
3925984;1;1;1;10;1;1;1;6;1975;40;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;25;3067,07250298959
3925984;1;2;1;10;2;2;1;8;1981;34;2;2;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;01; ;25;3067,07250298959
3925984;1;3;1;10;1;1;1;12;2001;14;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;01; ;25;3067,07250298959
3925985;1;1;1;10;1;1;1;7;1946;69;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;25;1636,45582051254
3925985;1;2;1;10;2;2;1;2;1951;64;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;25;1636,45582051254
3925985;1;3;1;10;2;2;1;5;1971;44;9;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;25;1636,45582051254
3925988;1;1;1;10;1;2;1;3;1943;72;1;5;1; ; ;1;5; ;2;1;2; ;4;8; ;2;8;01; ;25;1636,45582051254
3925990;1;1;1;10;1;2;1;12;1952;63;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;25;3647,47929873247
3925990;1;2;1;10;2;2;1;5;1996;19;4;6;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;01; ;25;3647,47929873247
3925990;1;3;1;10;3;1;1;8;1998;17;4;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;25;3647,47929873247
3925990;1;4;1;10;2;1;1;11;1999;16;4;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;01; ;25;3647,47929873247
3925991;1;1;1;10;1;1;1;8;1940;75;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;25;1636,45582051254
3925991;1;2;1;10;2;2;1;4;1949;66;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;25;1636,45582051254
3925993;1;1;1;10;1;1;1;6;1959;56;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;25;1962,06556651069
3925993;1;2;1;10;2;2;1;7;1965;50;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;25;1962,06556651069
3926025;1;1;1;10;1;1;1;1;1939;77;1;2;1; ; ;1;2;77322;2;2;2; ;1;0; ;2;0;01; ;25;571,940117064883
3926025;1;2;1;10;2;2;1;4;1946;69;2;2;1; ; ;1;5; ;2;1;2; ;3;2; ;2;2;01; ;25;571,940117064883
3926025;1;3;1;10;3;1;1;8;1982;33;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;25;571,940117064883
3926026;1;1;1;10;1;1;1;4;1970;45;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;25;1777,25489030381
3926026;1;2;1;10;2;2;1;1;1971;45;2;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;01; ;25;1777,25489030381
3926026;1;3;1;10;3;1;1;7;2007;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;25;1777,25489030381
3926026;1;4;1;10;4;2;1;4;1992;23;3;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;25;1777,25489030381
3926026;1;5;1;10;2;2;1;6;2011;4;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;25;1777,25489030381
3926026;1;6;1;10;6;1;1;3;1996;19;3;1;1; ; ;3; ; ;2;1;1;1;6;1;2;2;12;01;2;25;1777,25489030381
3926026;1;7;1;10;7;2;1;8;2001;14;9;1;1; ; ;1;9; ;2;1;2; ;4;6; ;2;6;01; ;25;1777,25489030381
3926032;1;1;1;10;1;1;1;7;1952;63;1;3;1; ; ;1;2;77322;2;1;2; ;4;8; ;2;8;01; ;25;520,530733997083
3926032;1;2;1;10;2;2;1;5;1949;66;2;3;1; ; ;1;5; ;2;1;2; ;4;9; ;2;9;01; ;25;520,530733997083
3926033;1;1;1;10;1;1;1;10;1977;38;1;2;1; ; ;1;1;26000;2;1;1;1;6;0;2;2;11;01;2;25;2082,12293598833
3926033;1;2;1;10;2;2;1;8;1991;24;2;2;1; ; ;1;5; ;2;1;2; ;6;2;3;2;13;01; ;25;2082,12293598833
3926033;1;3;1;10;1;1;1;7;2010;5;3; ;1; ; ;1;5; ;2;2;1;1;3;0; ;2;0;01; ;25;2082,12293598833
3926033;1;4;1;10;1;1;1;7;2010;5;3; ;1; ; ;1;5; ;2;2;1;1;3;0; ;2;0;01; ;25;2082,12293598833
3926033;1;5;1;10;1;1;1;12;2012;3;3; ;1; ; ;1;5; ;2;2;2; ;1;0; ;2;0;01; ;25;2082,12293598833
3926034;1;1;1;10;1;2;1;11;1981;34;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;25;1808,23258720737
3926034;1;2;1;10;2;1;1;5;1989;26;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;25;1808,23258720737
3926034;1;3;1;10;3;2;1;7;2000;15;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;01; ;25;1808,23258720737
3926034;1;4;1;10;4;1;1;1;2002;14;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;01; ;25;1808,23258720737
3926034;1;5;1;10;5;1;1;5;2004;11;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;25;1808,23258720737
3926034;1;6;1;10;6;2;1;3;1999;16;3;4;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;01; ;25;1808,23258720737
3926034;1;7;1;10;6;1;1;5;2015;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;25;1808,23258720737
3926040;1;1;1;10;1;1;1;8;1940;75;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;25;2891,02315024552
3926040;1;2;1;10;1;2;1;11;1936;79;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;25;2891,02315024552
3926040;1;3;1;10;3;1;1;1;1969;47;3;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;25;2891,02315024552
3926040;1;4;1;10;4;1;1;9;1993;22;4;6;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;25;2891,02315024552
3926041;1;1;1;10;1;1;1;12;1954;61;1;3;2;1;6; ; ; ;2;1;2; ;3;5; ;2;5;01; ;25;2002,92305716126
3926041;1;2;1;10;2;2;1;10;1960;55;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;25;2002,92305716126
3926041;1;3;1;10;3;1;1;12;1983;32;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;25;2002,92305716126
3926041;1;4;1;10;4;1;1;1;1952;64;9;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;25;2002,92305716126
3926042;1;1;1;10;1;1;1;8;1938;77;1;5;1; ; ;3; ; ;2;1;2; ;1;0; ;2;0;01; ;25;3477,75694326036
3926047;1;1;1;10;1;1;1;2;1944;71;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;25;1636,45582051254
3926047;1;2;1;10;2;2;1;10;1948;67;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;25;1636,45582051254
3926048;1;1;1;10;1;1;1;1;1974;42;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;25;6545,82328205016
3926048;1;2;1;10;2;2;1;11;1982;33;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;25;6545,82328205016
3926048;1;3;1;10;3;2;1;6;1999;16;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;01; ;25;6545,82328205016
3926048;1;4;1;10;4;1;1;8;2001;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;01; ;25;6545,82328205016
3926048;1;5;1;10;2;1;1;12;2004;11;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;25;6545,82328205016
3926048;1;6;1;10;6;1;1;8;2006;9;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;25;6545,82328205016
3926048;1;7;1;10;7;2;1;1;2008;8;3; ;1; ; ;3; ; ;2;1;1;1;3;0; ;2;0;01; ;25;6545,82328205016
3926048;1;8;1;10;2;2;1;3;2009;6;3; ;1; ; ;3; ; ;2;1;1;1;3;0; ;2;0;01; ;25;6545,82328205016
3926049;1;1;1;10;1;1;1;9;1984;31;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;25;3965,24118641494
3926049;1;2;1;10;1;2;1;12;1985;30;2;2;1; ; ;1;3;86200;2;1;2; ;4;9; ;2;9;01; ;25;3965,24118641494
3926049;1;3;1;10;1;2;1;2;2008;7;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;25;3965,24118641494
3926049;1;4;1;10;1;2;1;9;2011;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;25;3965,24118641494
3926051;1;1;1;10;1;1;1;7;1954;61;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;25;1798,07775492599
3926051;1;2;1;10;2;2;1;9;1958;57;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;25;1798,07775492599
3926051;1;3;1;10;2;1;1;12;1981;34;9;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;25;1798,07775492599
3926052;1;1;1;10;1;2;1;8;1926;89;1;5;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;25;1636,45582051254
3926052;1;2;1;10;2;2;1;9;1961;54;3;6;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;25;1636,45582051254
3926053;1;1;1;10;1;2;1;6;1951;64;1;4;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;25;1636,45582051254
3926067;1;1;1;10;1;1;1;4;1964;51;1;2;1; ; ;1;1;44000;2;1;2; ;3;4; ;2;4;01; ;25;4160,01789830912
3926067;1;2;1;10;2;2;1;2;1969;47;2;2;1; ; ;1;5; ;2;1;2; ;4;8; ;2;8;01; ;25;4160,01789830912
3926067;1;3;1;10;3;1;1;2;1992;23;3;6;1; ; ;1;1;27600;2;1;2; ;6;2;3;2;13;01; ;25;4160,01789830912
3926067;1;4;1;10;4;1;1;11;1994;21;3;6;1; ; ;3; ; ;2;1;1;2;6;1;2;2;12;01;2;25;4160,01789830912
3926068;1;1;1;10;1;1;1;10;1982;33;1;2;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;01; ;25;3489,81848441972
3926069;1;1;1;10;2;1;1;2;1982;33;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;25;5924,85558499949
3926069;1;2;1;10;2;2;1;9;1991;24;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;25;5924,85558499949
3926069;1;3;1;10;2;1;1;6;2009;6;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;01; ;25;5924,85558499949
3926069;1;4;1;10;2;2;1;8;2011;4;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;01; ;25;5924,85558499949
3926070;1;1;1;10;1;2;1;3;1945;70;1;5;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;25;1636,45582051254
3926070;1;2;1;10;2;1;1;3;1963;52;9;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;25;1636,45582051254
3926073;1;1;1;10;1;1;1;11;1963;52;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;25;1636,45582051254
3926073;1;2;1;10;2;2;1;11;1959;56;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;01; ;25;1636,45582051254
3926074;1;1;1;10;1;1;1;11;1991;24;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;01; ;25;5446,67697451439
3926074;1;2;1;10;2;2;1;11;1994;21;2;2;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;01; ;25;5446,67697451439
3926074;1;3;1;10;2;2;1;9;2015;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;25;5446,67697451439
3926076;1;1;1;10;1;1;1;6;1960;55;1;4;1; ; ;1;1;30000;2;1;2; ;3;5; ;2;5;01; ;25;3563,01984205769
3926076;1;2;1;10;2;2;1;6;1994;21;3;6;2;1;7; ; ; ;1;1;2; ;6;2;3;2;13;01; ;25;3563,01984205769
3926105;1;1;1;10;1;1;1;10;1986;29;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;25;1058,69371124063
3926105;1;2;1;10;2;2;1;6;1990;25;2;2;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;01; ;25;1058,69371124063
3926105;1;3;1;10;2;1;1;4;2007;8;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;25;1058,69371124063
3926106;1;1;1;10;1;1;1;12;1962;53;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;01; ;25;655,059414507738
3926106;1;2;1;10;2;2;1;12;1968;47;2;2;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;01; ;25;655,059414507738
3926106;1;3;1;10;3;2;1;11;1997;18;3;6;1; ; ;3; ; ;2;1;1;1;6;1;2;2;12;01;2;25;655,059414507738
3926107;1;1;1;10;1;1;1;10;1970;45;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;25;944,609594358239
3926107;1;2;1;10;2;2;1;4;1989;26;2;2;1; ; ;3; ; ;2;1;1;2;5;10;1;2;10;01; ;25;944,609594358239
3926107;1;3;1;10;3;2;1;11;2007;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;25;944,609594358239
3926110;1;1;1;10;1;1;1;1;1983;33;1;2;1; ; ;1;1;40000;2;1;2; ;5;11;2;2;11;01; ;25;1453,84784796734
3926110;1;2;1;10;2;2;1;11;1996;19;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;01; ;25;1453,84784796734
3926110;1;3;1;10;1;2;1;9;2013;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;2; ;01; ;25;1453,84784796734
3926111;1;1;1;10;1;2;1;5;1957;58;1;4;1; ; ;1;1;26000;2;1;1;1;3;4; ;2;4;01; ;25;919,588774433601
3926111;1;2;1;10;3;1;1;11;1988;27;3;6;1; ; ;1;5; ;2;2;1;1;2;0; ;2;0;01; ;25;919,588774433601
3926111;1;3;1;10;3;1;1;7;1991;24;3;6;1; ; ;1;1;27580;2;1;2; ;5;11;2;2;11;01; ;25;919,588774433601
3926111;1;4;1;10;4;1;1;5;1959;56;5;4;1; ; ;3; ; ;1;1;2; ;3;1; ;2;1;01; ;25;919,588774433601
3926113;1;1;1;10;1;1;1;4;1961;54;1;3;1; ; ;1;1;27580;2;1;2; ;3;4; ;2;4;01; ;25;823,453024259167
3926113;1;2;1;10;2;2;1;10;1958;57;2;3;1; ; ;1;5; ;2;1;2; ;3;2; ;2;2;01; ;25;823,453024259167
3926113;1;3;1;10;2;2;1;3;2012;3;4; ;1; ; ;1;5; ;2;2;1;2;2;0; ;2;0;01; ;25;823,453024259167
3926114;1;1;1;10;1;2;1;4;1964;51;1;4;2;1;24; ; ; ;1;1;2; ;3;5; ;2;5;01; ;25;520,530733997083
