DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7490;P7490S1;P7454;P7456;P7458S1;P7458;P7452;CLASE;DPTO;fex_c_2011
563716;1;2;80;1;1;0; ;2; ;2; ;1;120000; ; ; ;1;2;2;17;1220,19389540208
563716;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1220,19389540208
563717;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;17;1888,93580757123
563717;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1888,93580757123
563717;1;7;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;17;1888,93580757123
563718;1;1;80;1;3;6; ;2; ;2; ;2; ; ; ; ;1;2;2;17;1235,30872160105
563718;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1235,30872160105
563720;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1803,1527821757
563723;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1734,76946749692
563724;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1790,71779947475
563724;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1790,71779947475
563724;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1790,71779947475
564208;1;1;80;1;1;3; ;2; ;2; ;1;200000; ; ; ;4;2;2;27;3030,18573057371
564209;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;27;1548,16372490534
564209;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;27;1548,16372490534
564214;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;27;2412,56774047358
565668;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;1385,11723631329
565669;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;1483,42103558915
565669;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;1483,42103558915
565670;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;2;05;1863,36511618749
565672;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;1472,92310589902
565673;1;3;80;1;1;8;MAL  PAGO;2; ;2; ;1;192000; ; ; ;6;2;2;05;1472,92310589902
565674;1;1;80;1;2;8;EMBARAZO;2; ;2; ;2; ; ; ; ;9;2;2;05;1138,01841249428
565674;1;2;80;1;1;7; ;2; ;1;15000;1;180000; ; ;FALTA  DE MATERIALES  PARA  HACER  LOS COLLARE;12;2;2;05;1138,01841249428
565674;1;5;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;2;05;1138,01841249428
565675;1;2;80;2; ; ; ;2; ;2; ;2; ;1;1; ;7; ;2;05;1466,82062613416
565676;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;1446,84934435632
565677;1;3;80;1;1;8;EMBARAZO;2; ;2; ;1;3600000; ; ;EMBARAZO;12;2;2;05;1508,85775998166
565677;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;1508,85775998166
565678;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;05;1479,83076500864
565678;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;1479,83076500864
565679;1;3;80;1;1;7; ;2; ;1;433700;1;1224700; ; ; ;9;2;2;05;1101,72302884377
565679;1;5;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;05;1101,72302884377
565680;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;1463,44975381132
565681;1;2;80;1;3;4; ;3; ;2; ;2; ; ; ; ;10;2;2;05;1583,96073646705
565682;1;2;80;1;4;6; ;2; ;2; ;2; ; ; ; ;9;2;2;05;1583,96073646705
565683;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;05;1898,63592223557
565683;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;1898,63592223557
565683;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;1898,63592223557
565684;1;1;80;1;4;3; ;3; ;2; ;2; ; ; ; ;4;2;2;05;1219,98002817352
565686;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;1456,23038504959
565686;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;1456,23038504959
565687;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;1319,11899293886
565688;1;1;80;2; ; ; ;2; ;2; ;2; ;1;4; ;9; ;2;05;924,251546580403
565688;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;924,251546580403
565692;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3819,32218405202
565693;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;05;3420,95001695853
565732;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3941,94044018998
565733;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4077,1517471683
565734;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4219,45222858738
565734;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4219,45222858738
565734;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4219,45222858738
565735;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;05;3362,99896660364
565735;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3362,99896660364
565735;1;4;80;1;4;2; ;2; ;2; ;2; ; ; ; ;8;2;2;05;3362,99896660364
565737;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4219,45222858738
565737;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4219,45222858738
565737;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4219,45222858738
565781;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;05;3050,34534229233
565781;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3050,34534229233
565782;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4015,84187073246
566028;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;08;4591,23948881008
566046;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;08;6470,46883749953
566048;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;08;6283,4529115123
566048;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;08;6283,4529115123
566050;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;08;6431,16914157498
566050;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;08;6431,16914157498
566050;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;08;6431,16914157498
566050;1;5;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;2;08;6431,16914157498
566114;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;08;4676,67831555364
566116;1;2;80;2; ; ; ;2; ;2; ;2; ;1;1; ;1; ;2;08;3789,19778982731
566116;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;08;3789,19778982731
566116;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;08;3789,19778982731
566157;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;08;9319,20647971406
566158;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;08;4676,67831555364
566159;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;08;4062,06039920336
566159;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;08;4062,06039920336
566159;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;08;4062,06039920336
566159;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;08;4062,06039920336
566221;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;08;5607,46599318648
566244;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;08;4805,42429420371
566244;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;08;4805,42429420371
566245;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;08;4962,92143631026
566247;1;2;80;1;3;4; ;2; ;2; ;2; ; ; ; ;1;2;2;08;4676,67831555364
566554;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2381,66767328877
566555;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;1877,0899893646
566556;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;3027,96906182503
566556;1;3;80;1;1;1; ;2; ;2; ;1;100000; ; ; ;2;2;2;23;3027,96906182503
566556;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;3027,96906182503
566556;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;3027,96906182503
566557;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2508,94651041748
566557;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2508,94651041748
566558;1;2;80;1;2;2; ;2; ;2; ;2; ; ;2; ;1;1;2;23;1706,44544487691
566558;1;3;80;1;2;1; ;2; ;2; ;2; ; ; ; ;2;2;2;23;1706,44544487691
566564;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2402,38585052154
566564;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2402,38585052154
566564;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2402,38585052154
566565;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2069,78406842306
566565;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2069,78406842306
566568;1;1;80;1;1;2; ;2; ;2; ;1;400000; ; ; ;9;2;2;23;2984,675018307
566568;1;2;80;1;1;3; ;2; ;2; ;1;450000; ; ; ;4;2;2;23;2984,675018307
566569;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;2;23;2221,58378812835
566569;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2221,58378812835
566570;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;23;3078,49668428336
566571;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;23;2082,16543382496
566572;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;23;1846,37113543419
566573;1;2;80;2; ; ; ;2; ;2; ;1;80000;2; ;.; ; ;2;23;3318,0791000479
566573;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;3318,0791000479
566573;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;3318,0791000479
566575;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2664,63043827888
566575;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2664,63043827888
566575;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2664,63043827888
566577;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2283,41119672462
566577;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2283,41119672462
566577;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2283,41119672462
566577;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2283,41119672462
566578;1;3;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;23;1405,6619490781
566579;1;2;80;1;4;2; ;2; ;2; ;2; ; ;2; ;1;1;2;23;2708,76484305908
566579;1;3;80;2; ; ; ;2; ;2; ;2; ;1;2; ;2; ;2;23;2708,76484305908
566580;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;1869,88711922283
566580;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;1869,88711922283
566580;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;1869,88711922283
566581;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;4064,74436803224
566581;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;4064,74436803224
566581;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;4064,74436803224
566582;1;2;80;1;1;2; ;2; ;2; ;1;816000; ; ; ;9;2;2;23;1728,4482109512
566583;1;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;2;23;2118,39862499461
566583;1;3;80;1;2;1; ;2; ;2; ;2; ; ; ; ;2;2;2;23;2118,39862499461
566583;1;4;80;1;2;7; ;2; ;2; ;2; ; ; ; ;2;2;2;23;2118,39862499461
566583;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2118,39862499461
566584;1;2;80;1;1;2; ;2; ;2; ;1;300000; ; ; ;9;2;2;23;2732,29251845791
566585;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2708,76484305908
566585;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2708,76484305908
566589;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2982,54130590273
566589;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2982,54130590273
566590;1;1;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;2;23;2609,0094070156
566590;1;2;80;1;1;7; ;2; ;2; ;1;300000; ; ; ;3;2;2;23;2609,0094070156
566590;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2609,0094070156
566591;1;3;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;23;1731,03208005561
566592;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;1888,75130666249
566594;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;1454,49982064411
566594;2;2;80;1;4;5; ;2; ;2; ;2; ; ; ; ;9;2;2;23;1454,49982064411
566595;1;2;80;1;3;2; ;2; ;2; ;2; ; ;2; ;1;1;2;23;2107,12344236607
566596;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;23;2676,50309228688
566596;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2676,50309228688
566596;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2676,50309228688
566597;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;23;2529,33560718168
566597;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2529,33560718168
566597;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2529,33560718168
566601;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;1598,35987565643
566604;1;2;80;1;3;3; ;2; ;2; ;2; ; ;2; ;4;1;2;23;2980,29208662548
566604;1;4;80;2; ; ; ;2; ;2; ;2; ;1;1; ;2; ;2;23;2980,29208662548
566605;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2850,28236788933
566605;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2850,28236788933
566605;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2850,28236788933
566605;1;7;80;1;1;7; ;2; ;1;330000;1;1000000; ; ; ;1;2;2;23;2850,28236788933
566609;1;3;80;1;1;7; ;2; ;2; ;1;600000; ; ; ;1;2;2;23;2372,63548138965
566610;1;2;80;1;2;6; ;2; ;2; ;2; ; ; ; ;1;2;2;23;1765,91645752583
566611;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;23;2894,18282811532
566612;1;2;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;2;23;2069,78406842306
566612;1;3;80;2; ; ; ;2; ;2; ;2; ;1;2; ;2; ;2;23;2069,78406842306
566612;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2069,78406842306
566613;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2205,07889952025
566615;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2237,34065029245
566616;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;23;1106,12688455987
566616;1;2;80;1;1;3; ;2; ;1;400000;1;3600000; ; ; ;4;2;2;23;1106,12688455987
566616;1;3;80;1;2;2; ;2; ;2; ;2; ; ; ; ;1;2;2;23;1106,12688455987
566617;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;3978,95200682774
566617;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;3978,95200682774
566617;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;3978,95200682774
566617;1;6;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;23;3978,95200682774
566617;1;8;80;1;1;7; ;2; ;2; ;1;15000; ; ; ;9;2;2;23;3978,95200682774
566617;1;9;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;3978,95200682774
566617;1;10;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;3978,95200682774
566618;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;23;1340,98764650219
566619;1;3;80;1;1;6; ;2; ;1;25000;1;100000; ; ; ;9;2;2;23;2276,76247526536
566619;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2276,76247526536
566620;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;23;2252,67725816117
566621;1;2;80;2; ; ; ;2; ;2; ;2; ;1;4; ;1; ;2;23;1999,0378731456
566622;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;23;2317,79532820082
566623;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;23;2587,23008552882
566623;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2587,23008552882
566623;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;2587,23008552882
566624;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;23;3868,25406557904
566624;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;3868,25406557904
566624;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;3868,25406557904
566624;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;23;3868,25406557904
566625;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;23;1846,37113543419
566626;1;2;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;2;23;1765,91645752583
566974;1;2;80;1;4;5; ;2; ;2; ;2; ; ; ; ;9;2;2;50;1359,70214585244
566975;1;2;80;1;4;7; ;2; ;2; ;2; ; ; ; ;9;2;2;50;953,00792524534
566975;1;3;80;1;1;7; ;2; ;1;20000;1;20000; ; ; ;2;2;2;50;953,00792524534
566975;1;4;80;1;1;7; ;2; ;2; ;1;30000; ; ; ;8;2;2;50;953,00792524534
566975;2;1;80;1;1;7; ;2; ;1;600000;1;2800000; ; ; ;6;2;2;50;953,00792524534
566975;2;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;953,00792524534
566977;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;732,821543908522
566977;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;732,821543908522
566978;1;2;80;1;1;2; ;2; ;2; ;1;4500000; ; ; ;9;2;2;50;474,751493049177
566979;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;832,755924237048
566980;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;1248,39472449224
566980;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;1248,39472449224
566981;1;2;80;2; ; ; ;2; ;2; ;2; ;1;4; ;1; ;2;50;871,010933022582
566981;1;5;80;1;1;7; ;2; ;2; ;1;40000; ; ; ;8;2;2;50;871,010933022582
566982;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;365,734954324082
566982;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;365,734954324082
566982;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;365,734954324082
566982;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;365,734954324082
566983;1;2;80;1;2;5; ;2; ;2; ;2; ; ; ; ;4;2;2;50;678,346829000503
566994;1;2;80;1;3;7; ;2; ;2; ;2; ; ; ; ;9;2;2;50;686,879345357958
566994;1;3;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;686,879345357958
566996;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;50;629,119655516665
566996;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;629,119655516665
566996;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;629,119655516665
566999;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;777,520973045201
567001;1;1;80;1;1;3; ;2; ;2; ;1;200000; ; ; ;8;2;2;50;782,092450058077
567001;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;782,092450058077
567003;1;2;80;1;4;7; ;2; ;2; ;2; ; ; ; ;8;2;2;50;1032,42597569422
567003;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;1032,42597569422
567003;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;1032,42597569422
567004;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;827,855737796568
567004;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;827,855737796568
567004;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;827,855737796568
567005;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;467,637612398554
567019;2;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;783,569683522268
567020;1;2;80;1;1;7; ;2; ;1;52000;1;624000; ; ; ;1;2;2;50;1169,81937367403
567021;1;2;80;1;4;2; ;1;2;2; ;2; ; ; ; ;9;2;2;50;709,505622123715
567023;1;1;80;1;4;3; ;2; ;2; ;2; ; ;4; ;4;1;2;50;578,497114106752
567023;1;2;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;2;50;578,497114106752
567024;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;2;50;1003,94646142146
567025;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;519,037547323477
567026;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;459,172096487571
567027;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;937,978778758814
567027;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;937,978778758814
567027;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;937,978778758814
567030;1;1;80;1;3;3; ;3; ;2; ;2; ; ; ; ;4;2;2;50;936,501545294623
567030;1;2;80;1;4;6; ;2; ;2; ;2; ; ; ; ;8;2;2;50;936,501545294623
567031;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;739,935424559146
567032;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;1195,22977944458
567047;1;2;80;2; ; ; ;2; ;2; ;2; ;1;3; ;1; ;2;50;784,771728908526
567048;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;660,301716420633
567048;1;4;80;1;2;8;POR EMBARAZO;2; ;2; ;2; ; ; ; ;9;2;2;50;660,301716420633
567050;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;783,569683522268
567050;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;783,569683522268
567051;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;850,836791667344
567051;1;4;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;850,836791667344
567053;1;2;80;2; ; ; ;2; ;2; ;2; ;1;3; ;9; ;2;50;1033,70680355741
567056;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;678,346829000503
567058;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;1;2;2;50;496,894520186327
567063;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;923,601427583465
567067;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;769,874507307799
567067;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;769,874507307799
567068;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;825,642043586424
567068;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;825,642043586424
567068;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;825,642043586424
567080;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;797,671846619683
567082;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;2;50;981,803434284307
567083;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;717,326812781691
567084;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;482,66675888508
567084;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;482,66675888508
567084;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;482,66675888508
567269;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;4386,05745104647
567269;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;4386,05745104647
567270;1;1;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;2;52;2559,33138905496
567270;1;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;2;52;2559,33138905496
567275;1;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;2;52;3400,1070032413
567276;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2915,18464693395
567276;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2915,18464693395
567276;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2915,18464693395
567276;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2915,18464693395
567280;1;3;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;52;1988,00992670872
567287;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2557,01053387416
