directorio;secuencia_p;orden;Oficio;Rama2d_r4;Rama4d_r4;P6430;P6800;P6850;P6830;P6500;P6750;P6760;Oci;Mes;Area;clase;DPTO;Fex_c_2011
30358;1;2;41;47;4773;5;91;85;6; ;2000000;1;1;04;05;1;05;1549,24435999477
30358;1;3;42;46;4645;1;50;50; ;1800000; ; ;1;04;05;1;05;1549,24435999477
30360;1;1;45;47;4761;4;50;0;6; ;0;1;1;04;18;1;18;139,233589083809
30361;1;1;98;49;4921;4;56;0;5; ;900000;1;1;04;47;1;47;155,289669080676
30362;1;2;54;86;8621;1;48;48; ;877000; ; ;1;04;73;1;73;99,8037790536595
30364;1;1;98;49;4921;4;48;0;5; ;0;1;1;04;23;1;23;142,948590079729
30369;1;1;03;84;8413;4;40;40; ; ;2980000;1;1;04;11;1;11;2141,65359612718
30370;1;3;19;86;8692;1;40;40; ;2300000; ; ;1;04;73;1;73;449,553926388681
30370;1;4;44;64;6424;1;48;48; ;1200000; ; ;1;04;73;1;73;449,553926388681
30370;1;6;98;94;9499;1;48;48; ;877000; ; ;1;04;73;1;73;449,553926388681
30371;1;1;53;47;4729;1;48;16;6;500000; ; ;1;04;63;1;63;330,21367468431
30371;1;2;59;86;8610;1;70;48;6;980000; ; ;1;04;63;1;63;330,21367468431
30372;1;1;39;93;9321;2;48;48; ; ; ; ;1;04;17;1;17;192,679664086822
30374;1;2;77;10;1081;1;54;54; ;750000; ; ;1;04;63;1;63;99,9076575500953
30375;1;3;55;59;5914;1;48;0;7;450000; ; ;1;04;13;1;13;992,27530193151
30376;1;1;41;47;4759;5;54;36;6; ;1800000;1;1;04;63;1;63;96,2396190240516
30377;1;2;55;81;8121;4;20;0;7; ;120000;1;1;04;70;1;70;130,082796704866
30379;1;3;06;86;8621;1;40;21;6; ; ; ;1;04;47;1;47;119,215139698318
30382;1;2;45;45;4530;1;48;0;6;900000; ; ;1;04;23;1;23;291,589269261375
30383;1;1;95;41;4111;1;48;10;6;100000; ; ;1;04;11;1;11;3845,93296057896
30385;1;1;13;85;8530;2;30;30; ;4200000; ; ;1;04;52;1;52;149,332933450326
30385;1;2;45;47;4792;4;40;10;6; ;900000;1;1;04;52;1;52;149,332933450326
30387;1;1;98;10;1090;1;48;48; ;1000000; ; ;1;04;76;1;76;563,669844818074
30388;1;1;54;97;9700;3;42;0;7;0; ; ;1;04;52;1;52;266,783968009393
30388;1;2;98;49;4921;4;60;0;7; ;0;1;1;04;52;1;52;266,783968009393
30388;1;3;98;49;4921;4;60;0;7; ;0;1;1;04;52;1;52;266,783968009393
30389;1;2;54;97;9700;3;40;0;6;250000; ; ;1;04;13;1;13;265,591989868928
30389;1;3;41;47;4729;4;50;0;6; ; ;1;1;04;13;1;13;265,591989868928
30389;1;11;55;81;8121;4;40;0;6; ; ;1;1;04;13;1;13;265,591989868928
30389;1;12;98;49;4921;4;50;20;6; ;400000;1;1;04;13;1;13;265,591989868928
30390;1;2;97;52;5224;4;60;30;7; ;700000;1;1;04;47;1;47;378,850345176508
30391;1;1;53;56;5619;5;48;0;5; ;1500000;1;1;04;68;1;68;788,507970505712
30391;1;3;85;45;4520;4;48;0;5; ;1200000;1;1;04;68;1;68;788,507970505712
30391;1;4;59;79;7911;4;24;0;5; ;600000;1;1;04;68;1;68;788,507970505712
30392;1;1;79;14;1410;4;30;0;5; ;0;1;1;04;13;1;13;1037,83355629463
30392;1;2;03;95;9522;4;24;6;6; ;150000;1;1;04;13;1;13;1037,83355629463
30396;1;1;90;32;3250;1;48;50; ;1000000; ; ;1;04;76;1;76;596,994424175746
30396;1;2;45;47;4711;1;60;20;6; ; ; ;1;04;76;1;76;596,994424175746
30397;1;3;21;68;6820;1;16;40; ;800000; ; ;1;04;08;1;08;235,766323556819
30397;1;4;21;72;7210;5;48;15;6; ;0;1;1;04;08;1;08;235,766323556819
30397;1;5;21;72;7210;5;40;0;6; ;5000000;1;1;04;08;1;08;235,766323556819
30397;1;6;54;97;9700;3;64;64; ;614000; ; ;1;04;08;1;08;235,766323556819
30397;1;7;54;97;9700;3;48;48; ;800000; ; ;1;04;08;1;08;235,766323556819
30398;1;1;55;68;6820;1;72;72; ;877803; ; ;1;04;63;1;63;207,102623017759
30399;1;3;02;46;4631;1;48;30;6; ; ; ;1;04;47;1;47;265,970487450326
30401;1;1;55;86;8621;1;48;48; ;877000; ; ;1;04;73;1;73;137,186333527865
30401;1;4;95;41;4111;9;48;48; ; ;1200000;1;1;04;73;1;73;137,186333527865
30403;1;1;97;47;4721;1;48;48; ;1000000; ; ;1;04;11;1;11;3082,07054221234
30403;1;2;97;47;4721;1;48;48; ;1000000; ; ;1;04;11;1;11;3082,07054221234
30403;1;5;97;47;4721;1;48;48; ;1000000; ; ;1;04;11;1;11;3082,07054221234
30404;1;1;42;47;4752;1;48;48; ;2700000; ; ;1;04;17;1;17;200,086024406725
30404;1;2;45;47;4792;4;20;0;7; ;0;1;1;04;17;1;17;200,086024406725
30407;1;1;44;64;6412;1;48;0;3;1200000; ; ;1;04;11;1;11;4435,97005059733
30407;1;2;44;46;4645;1;60;36;6;2500000; ; ;1;04;11;1;11;4435,97005059733
30408;1;1;37;53;5320;1;48;48; ;877802; ; ;1;04;13;1;13;276,860699343547
30409;1;1;18;85;8530;1;25;25; ;877000; ; ;1;04;44;1;44;36,269343326499
30409;1;2;13;85;8530;2;40;40; ;1350000; ; ;1;04;44;1;44;36,269343326499
30410;1;3;97;49;4923;1;48;48; ;877803; ; ;1;04;05;1;05;1375,06413025566
30412;1;1;98;49;4921;4;60;0;7; ;600000;1;1;04;08;1;08;1532,85571467522
30412;1;2;53;56;5619;4;24;0;7; ;300000;1;1;04;08;1;08;1532,85571467522
30414;1;2;13;85;8544;1;40;40; ;2400000; ; ;1;04;52;1;52;158,604955411
30416;1;1;41;47;4772;4;56;0;6; ;0;1;1;04;76;1;76;643,961235440699
30418;1;1;30;42;4210;1;48;0;6;900000; ; ;1;04;23;1;23;358,256640374509
30418;1;2;19;86;8621;1;48;20;6;900000; ; ;1;04;23;1;23;358,256640374509
30419;1;1;08;86;8622;4;50;0;6; ;0;1;1;04;73;1;73;259,059616656213
30419;1;2;13;85;8530;2;40;40; ;3899999; ; ;1;04;73;1;73;259,059616656213
30420;1;3;33;78;7810;1;48;48; ;980657; ; ;1;04;41;1;41;156,217942213957
30421;1;3;53;56;5612;1;54;54; ;980000; ; ;1;04;50;1;50;185,331507510268
30422;1;2;41;47;4771;5;50;0;5; ;0;1;1;04;05;1;05;1333,50058905486
30425;1;1;99;08;0811;4;48;0;7; ;1000000;1;1;04;15;1;15;85,1161688871285
30425;1;2;54;55;5511;1;48;0;7;980657; ; ;1;04;15;1;15;85,1161688871285
30426;1;1;45;47;4729;4;50;0;7; ;0;1;1;04;52;1;52;173,732467739654
30427;1;1;42;11;1104;1;48;48; ;1900000; ; ;1;04;47;1;47;101,644147034624
30429;1;2;08;62;6201;4;40;20;6; ;750000;1;1;04;44;1;44;36,269343326499
30432;1;1;58;47;4711;1;60;60; ;1280000; ; ;1;04;50;1;50;185,331507510268
30433;1;1;41;47;4752;4;48;0;6; ;0;1;1;04;73;1;73;302,596463971526
30437;1;2;37;53;5320;4;50;24;6; ;900000;1;1;04;05;1;05;909,370482012873
30440;1;1;83;25;2592;4;50;20;7; ;300000;1;1;04;50;1;50;208,83514994996
30443;1;1;02;35;3513;4;40;40; ; ;2500000;1;1;04;76;1;76;386,369745137884
30444;1;2;41;47;4723;4;35;35; ; ;500000;1;1;04;44;1;44;48,6888328008692
30444;1;3;41;47;4759;4;10;10; ; ;200000;1;1;04;44;1;44;48,6888328008692
30445;1;3;45;47;4791;4;10;10; ; ;150000;1;1;04;15;1;15;38,7107556773721
30446;1;1;95;41;4111;4;40;16;7; ;800000;1;1;04;73;1;73;262,11413241952
30447;1;1;41;47;4719;5;60;0;5; ;0;1;1;04;05;1;05;1244,47142473411
30447;1;2;45;47;4719;1;48;0;5;1000000; ; ;1;04;05;1;05;1244,47142473411
30448;1;10;98;49;4921;4;60;20;6; ;200000;1;1;04;23;1;23;106,132968130642
30449;1;1;39;68;6820;1;48;48; ;1205000; ; ;1;04;50;1;50;150,237091688357
30450;1;1;02;72;7210;2;48;24;7;3100000; ; ;1;04;47;1;47;86,8329723774386
30454;1;1;07;86;8621;1;48;48; ;2000000; ; ;1;04;11;1;11;3144,67678867436
30454;1;2;08;62;6201;4;40;40; ; ;1000000;1;1;04;11;1;11;3144,67678867436
30459;1;2;79;14;1410;4;24;24; ; ;0;1;1;04;05;1;05;544,7624294655
30459;1;5;38;61;6120;1;46;48; ;877803; ; ;1;04;05;1;05;544,7624294655
30461;1;3;11;64;6499;1;48;0;7;950000; ; ;1;04;47;1;47;78,0317278025356
30462;1;1;88;95;9529;4;48;0;6; ;0;1;1;04;76;1;76;719,115044757838
30462;1;3;13;94;9491;4;8;0;6; ;100000;1;1;04;76;1;76;719,115044757838
30464;1;1;45;56;5619;4;52;0;6; ;0;1;1;04;08;1;08;1092,74120084514
30464;1;3;07;86;8621;1;54;54; ;1700000; ; ;1;04;08;1;08;1092,74120084514
30465;1;1;45;47;4781;4;70;0;6; ;0;1;1;04;54;1;54;203,397331849564
30465;1;3;79;95;9529;4;25;0;6; ;70000;1;1;04;54;1;54;203,397331849564
30465;1;6;30;55;5511;1;48;48; ;877800; ; ;1;04;54;1;54;203,397331849564
30467;1;1;54;97;9700;3;48;48; ;828600; ; ;1;04;47;1;47;215,017863600848
30467;1;3;55;47;4732;1;48;48; ;1100000; ; ;1;04;47;1;47;215,017863600848
30469;1;1;19;84;8423;2;36;36; ;2000000; ; ;1;04;44;1;44;36,269343326499
30471;1;2;44;45;4512;4;35;0;6; ; ;1;1;04;54;1;54;138,701468569136
30472;1;4;93;43;4330;4;40;0;7; ;500000;1;1;04;27;1;27;41,1532499656454
30473;1;3;99;11;1104;1;48;16;7;240000; ; ;1;04;73;1;73;355,832270050688
30474;1;1;53;56;5619;4;50;20;6; ;200000;1;1;04;70;1;70;80,2970737238919
30476;1;1;98;46;4631;1;70;70; ;970000; ; ;1;04;50;1;50;272,739475416663
30477;1;1;45;47;4741;1;35;20;7;120000; ; ;1;04;73;1;73;424,284369117513
30478;1;3;95;41;4112;4;60;10;6; ;200000;1;1;04;70;1;70;135,791331748351
30478;1;7;54;88;8890;1;42;42; ;877803; ; ;1;04;70;1;70;135,791331748351
30479;1;2;13;85;8530;2;48;48; ;1500000; ; ;1;04;44;1;44;65,2501104821226
30479;1;3;13;85;8530;1;48;48; ;1000000; ; ;1;04;44;1;44;65,2501104821226
30480;1;2;45;47;4792;4;18;0;7; ;0;1;1;04;47;1;47;178,358234977224
30481;1;4;44;45;4530;1;60;0;7;750000; ; ;1;04;44;1;44;59,8454961972412
30486;1;2;41;47;4711;4;50;50; ; ;850000;1;1;04;73;1;73;282,701442502685
30487;1;3;03;46;4631;1;48;40;6;1500000; ; ;1;04;47;1;47;248,683153599809
30488;1;1;41;47;4759;4;48;0;7; ;0;1;1;04;20;1;20;174,528366233583
30489;1;1;97;47;4759;1;44;6;7;900000; ; ;1;04;08;1;08;722,672362019354
30489;1;2;41;47;4771;4;22;0;7; ;200000;1;1;04;08;1;08;722,672362019354
30490;1;1;58;84;8423;2;48;48; ;2400000; ; ;1;04;50;1;50;145,084911692525
30491;1;4;13;85;8544;4;30;30; ; ;1900000;1;1;04;17;1;17;67,5604657640082
30492;1;1;54;97;9700;3;8;0;6;400000; ; ;1;04;08;1;08;438,196979600728
30492;1;2;98;46;4649;1;48;12;6;500000; ; ;1;04;08;1;08;438,196979600728
30493;1;1;45;47;4792;4;35;0;7; ;0;1;1;04;20;1;20;271,965663398699
30494;1;1;02;01;0126;1;55;30;6;3500000; ; ;1;04;47;1;47;394,010462552349
30494;1;2;19;84;8430;1;48;30;6;2500000; ; ;1;04;47;1;47;394,010462552349
30497;1;1;98;49;4921;4;48;20;7; ; ;1;1;04;44;1;44;175,821689549463
30497;1;2;54;97;9700;3;40;20;7;250000; ; ;1;04;44;1;44;175,821689549463
30500;1;1;13;85;8530;2;40;40; ;1800000; ; ;1;04;44;1;44;75,8322061445228
30502;1;1;51;56;5611;4;70;32;6; ; ;1;1;04;73;1;73;208,514381379116
30503;1;1;21;84;8413;2;48;56; ; ; ; ;1;04;73;1;73;220,054705196894
30506;1;1;06;75;7500;5;48;15;7; ; ;1;1;04;19;1;19;190,422869178645
30509;1;1;40;47;4711;1;40;40; ;500000; ; ;1;04;73;1;73;286,089956137042
30510;1;1;77;56;5619;4;42;42; ; ;0;1;1;04;20;1;20;124,168602976476
30510;1;2;77;56;5619;4;42;42; ; ;0;1;1;04;20;1;20;124,168602976476
30510;1;6;77;56;5619;6;40;30;7; ; ; ;1;04;20;1;20;124,168602976476
30510;1;10;45;47;4721;4;48;0;7; ;0;1;1;04;20;1;20;124,168602976476
30512;1;1;11;69;6920;4;60;30;6; ;900000;1;1;04;73;1;73;185,154316994293
30513;1;2;41;13;1313;4;40;0;6; ;0;1;1;04;68;1;68;622,840628377863
30513;1;3;79;13;1313;4;40;0;6; ;0;1;1;04;68;1;68;622,840628377863
30515;1;1;39;86;8610;2;45;40;1;1800000; ; ;1;04;41;1;41;134,168204717034
30517;1;3;50;56;5619;1;48;18;6;90000; ; ;1;04;08;1;08;401,072477824185
30520;1;1;41;46;4663;5;60;40;6; ;1500000;1;1;04;70;1;70;89,7433881025293
30521;1;1;85;43;4321;4;42;0;7; ;0;1;1;04;70;1;70;128,928824999982
30521;1;2;11;85;8530;1;40;25;7;850000; ; ;1;04;70;1;70;128,928824999982
30522;1;1;42;60;6010;4;40;40; ; ; ;1;1;04;44;1;44;67,5951240571742
30522;1;5;21;35;3520;1;44;44; ;1700000; ; ;1;04;44;1;44;67,5951240571742
30523;1;1;21;49;4921;4;15;0;5; ;0;1;1;04;41;1;41;146,183763499568
30526;1;1;21;49;4921;4;45;0;7; ;0;1;1;04;50;1;50;142,837776605894
30527;1;1;39;47;4711;1;56;56; ;2500000; ; ;1;04;17;1;17;68,5614602374226
30529;1;2;45;47;4799;4;48;20;6; ;800000;1;1;04;08;1;08;285,538030091819
30531;1;6;53;56;5619;4;48;48; ; ;450000;1;1;04;13;1;13;1043,3410266413
30533;1;1;41;56;5619;4;20;0;6; ;0;1;1;04;13;1;13;263,014900602331
30533;1;2;11;69;6920;4;48;20;6; ; ;1;1;04;13;1;13;263,014900602331
30533;1;5;41;47;4721;4;30;0;6; ;0;1;1;04;13;1;13;263,014900602331
30533;1;10;77;10;1089;4;30;0;6; ;0;1;1;04;13;1;13;263,014900602331
30534;1;2;51;56;5611;4;48;48; ; ;500000;1;1;04;15;1;15;63,8847162436409
30535;1;1;89;23;2396;4;84;0;6; ; ;1;1;04;15;1;15;91,9256851076921
30535;1;2;89;23;2396;4;70;0;6; ; ;1;1;04;15;1;15;91,9256851076921
30535;1;3;16;73;7310;1;36;0;6;800000; ; ;1;04;15;1;15;91,9256851076921
30535;1;5;45;47;4773;1;58;58; ;1200000; ; ;1;04;15;1;15;91,9256851076921
30536;1;1;97;42;4210;1;48;0;3;1400000; ; ;1;04;50;1;50;169,476227960801
30536;1;3;39;47;4752;1;48;0;3;877807; ; ;1;04;50;1;50;169,476227960801
30536;1;4;44;47;4731;1;48;48; ;980661; ; ;1;04;50;1;50;169,476227960801
30540;1;3;06;86;8621;1;48;30;6;1600000; ; ;1;04;41;1;41;117,850410831889
30542;1;1;45;47;4792;4;21;0;6; ;0;1;1;04;08;1;08;253,319578701723
30545;1;1;98;49;4921;4;60;40;6; ;900000;1;1;04;08;1;08;440,024345974121
30545;1;2;57;96;9602;4;40;18;6; ;250000;1;1;04;08;1;08;440,024345974121
30546;1;1;41;45;4530;4;70;0;7; ;0;1;1;04;50;1;50;170,163615494664
30548;1;1;08;94;9499;2;40;40; ;1700000; ; ;1;04;27;1;27;47,1986000162944
30550;1;1;15;60;6010;4;40;40; ; ;1000000;1;1;04;20;1;20;196,322678693116
30550;1;2;12;69;6910;4;48;28;7; ;500000;1;1;04;20;1;20;196,322678693116
30552;1;1;85;35;3511;1;48;48; ;980657; ; ;1;04;76;1;76;717,277094039373
30553;1;1;55;45;4541;1;48;40;6;500000; ; ;1;04;66;1;66;262,174168154426
30553;1;2;54;88;8890;1;40;40; ;877803; ; ;1;04;66;1;66;262,174168154426
30553;1;3;97;45;4541;1;48;0;6;500000; ; ;1;04;66;1;66;262,174168154426
30553;1;4;38;82;8220;1;48;48; ;877803; ; ;1;04;66;1;66;262,174168154426
30559;1;1;54;55;5511;1;48;8;6;80000; ; ;1;04;70;1;70;74,8928765207356
30559;2;1;53;56;5619;4;49;32;6; ;0;1;1;04;70;1;70;74,8928765207356
30562;1;1;13;85;8530;2;35;35; ; ; ; ;1;04;47;1;47;220,041859751825
30562;1;2;13;85;8530;2;35;35; ; ; ; ;1;04;47;1;47;220,041859751825
30563;1;3;44;61;6110;1;48;40;6;877802; ; ;1;04;70;1;70;94,4208509265564
30564;1;3;97;53;5320;4;25;20;6; ;60000;1;1;04;73;1;73;211,905300950769
30565;1;3;03;43;4321;4;48;0;7; ;0;1;1;04;20;1;20;124,168602976476
30566;1;1;58;84;8424;2;48;48; ;2000000; ; ;1;04;15;1;15;255,383809336017
30566;1;2;13;85;8530;2;48;48; ;2000000; ; ;1;04;15;1;15;255,383809336017
30570;1;1;06;86;8622;4;48;0;6; ;0;1;1;04;76;1;76;478,031129561228
30570;1;2;98;49;4921;4;60;0;6; ;0;1;1;04;76;1;76;478,031129561228
30574;2;2;55;55;5511;1;40;20;6;350000; ; ;1;04;19;1;19;211,15551138663
30575;1;1;98;05;0510;1;48;48; ;4600000; ; ;1;04;44;1;44;106,174182678576
30575;1;2;13;85;8530;1;25;25; ;2000000; ; ;1;04;44;1;44;106,174182678576
30576;1;1;58;84;8412;1;70;0;7;1400000; ; ;1;04;54;1;54;295,953261650692
30583;1;1;53;56;5619;4;50;0;5; ;300000;1;1;04;20;1;20;101,43938231054
30583;1;2;98;49;4921;4;60;0;5; ;700000;1;1;04;20;1;20;101,43938231054
30584;1;5;41;47;4729;4;50;0;5; ;800000;1;1;04;41;1;41;81,6839313282588
30586;1;2;53;56;5619;1;48;0;5;0; ; ;1;04;13;1;13;192,429982633858
30586;1;3;84;45;4520;4;48;0;6; ;0;1;1;04;13;1;13;192,429982633858
30586;1;4;84;45;4520;4;48;0;6; ;0;1;1;04;13;1;13;192,429982633858
30586;1;8;81;95;9524;4;48;0;6; ;0;1;1;04;13;1;13;192,429982633858
30586;1;9;95;41;4112;4;48;0;6; ;0;1;1;04;13;1;13;192,429982633858
30586;1;11;39;47;4711;1;0;0; ;0; ; ;1;04;13;1;13;192,429982633858
30587;1;1;41;47;4771;4;25;0;5; ;500000;1;1;04;19;1;19;218,281585494346
30587;1;5;55;86;8622;1;48;48; ;870000; ; ;1;04;19;1;19;218,281585494346
30588;1;2;38;00;0000;1;48;48; ;980657; ; ;1;04;76;1;76;601,2585670844
30588;1;4;54;88;8890;6;15;3;1; ; ; ;1;04;76;1;76;601,2585670844
30589;1;2;98;49;4923;4;48;0;7; ;800000;1;1;04;20;1;20;205,272541804627
30589;1;3;98;49;4923;4;40;0;7; ;800000;1;1;04;20;1;20;205,272541804627
30590;1;1;21;68;6820;4;14;14; ; ;800000;1;1;04;19;1;19;136,580228619813
30594;1;2;41;47;4773;5;98;40;7; ;700000;1;1;04;50;1;50;163,161360832265
30595;1;2;98;10;1051;1;48;48; ;1145000; ; ;1;04;66;1;66;388,160545862245
30595;1;3;33;53;5320;1;46;0;6;877803; ; ;1;04;66;1;66;388,160545862245
30596;1;2;54;88;8890;1;40;0;5; ; ; ;1;04;70;1;70;170,576715473178
30596;1;3;58;94;9491;1;48;24;6;600000; ; ;1;04;70;1;70;170,576715473178
30597;1;2;98;49;4921;4;60;20;7; ;300000;1;1;04;70;1;70;92,7455962319467
30597;1;5;55;68;6820;1;42;16;7;270000; ; ;1;04;70;1;70;92,7455962319467
30598;1;1;21;70;7020;4;48;48; ; ;1560000;1;1;04;17;1;17;887,26518448081
30602;1;1;57;96;9602;4;6;2;6; ;60000;1;1;04;27;1;27;105,085202749508
30604;1;2;98;36;3600;1;28;28; ;280000; ; ;1;04;44;1;44;223,155377848859
30605;1;2;39;85;8544;1;25;25; ;900000; ; ;1;04;44;1;44;106,602949016702
30606;1;2;45;47;4772;4;50;20;6; ;1000000;1;1;04;68;1;68;494,918277983149
30609;1;1;41;95;9529;4;60;20;6; ;1000000;1;1;04;66;1;66;774,022011787301
30610;1;1;55;85;8530;1;45;0;5;0; ; ;1;04;08;1;08;462,902248401077
30610;1;2;12;69;6910;4;48;7;5; ;0;1;1;04;08;1;08;462,902248401077
30610;1;3;45;21;2100;1;48;60; ;1200000; ; ;1;04;08;1;08;462,902248401077
30610;1;4;44;45;4520;1;48;20;6;900000; ; ;1;04;08;1;08;462,902248401077
30612;1;1;56;96;9601;5;20;6;6; ;2000000;1;1;04;41;1;41;130,01846568878
30614;1;2;58;84;8423;2;49;49; ; ; ; ;1;04;44;1;44;106,769739961646
30617;1;1;45;47;4731;1;48;48; ;877803; ; ;1;04;20;1;20;164,715439171729
30618;1;1;12;69;6910;1;48;30;6;1700000; ; ;1;04;41;1;41;113,568362281177
30618;1;2;12;69;6910;1;48;30;5;1800000; ; ;1;04;41;1;41;113,568362281177
30620;1;2;57;96;9602;4;49;0;5; ;900000;1;1;04;47;1;47;155,289669080676
30621;1;3;54;97;9700;3;48;48; ; ; ; ;1;04;11;1;11;1999,90156103539
30623;1;1;41;47;4774;4;40;0;6; ;0;1;1;04;17;1;17;860,577779635902
30624;1;1;55;81;8121;4;12;0;7; ;0;1;1;04;54;1;54;221,196832554349
30624;1;2;95;41;4111;4;45;3;7; ;300000;1;1;04;54;1;54;221,196832554349
30624;1;3;57;96;9602;4;2;0;7; ;48000;1;1;04;54;1;54;221,196832554349
30624;1;7;95;41;4111;4;45;3;7; ;150000;1;1;04;54;1;54;221,196832554349
30626;1;1;45;47;4789;4;50;16;7; ;120000;1;1;04;66;1;66;364,89643471741
30628;1;1;39;94;9411;1;48;0;3;1700000; ; ;1;04;19;1;19;133,28149281051
30628;1;2;18;84;8413;4;56;56; ; ;0;1;1;04;19;1;19;133,28149281051
30629;1;1;58;61;6110;1;72;72; ;1000000; ; ;1;04;54;1;54;421,232435490839
30629;1;2;13;85;8530;2;24;30; ;2200000; ; ;1;04;54;1;54;421,232435490839
30631;1;1;13;85;8544;1;40;70; ;3200000; ; ;1;04;19;1;19;199,202285335926
30634;1;1;41;47;4711;4;50;24;6; ;450000;1;1;04;52;1;52;139,773203460738
30634;1;2;45;47;4711;6;40;24;6; ; ; ;1;04;52;1;52;139,773203460738
30638;1;1;57;96;9602;4;3;0;5; ;0;1;1;04;54;1;54;94,413133616835
30638;1;3;54;97;9700;3;42;28;7;360000; ; ;1;04;54;1;54;94,413133616835
30640;1;1;45;47;4792;4;40;20;6; ;200000;1;1;04;66;1;66;526,258007468949
30645;1;3;97;49;4923;1;48;44;7;2000000; ; ;1;04;73;1;73;105,750825708742
30648;1;1;57;96;9602;4;40;10;6; ;480000;1;1;04;44;1;44;152,709849089978
30650;1;1;58;85;8522;2;84;84; ;900000; ; ;1;04;19;1;19;129,337098624085
30654;1;1;53;55;5511;1;48;48; ;877802; ; ;1;04;13;1;13;869,236714633224
30656;1;1;80;15;1522;5;60;24;6; ;0;1;1;04;05;1;05;1506,91792905254
30656;1;2;21;15;1522;5;55;20;6; ;0;1;1;04;05;1;05;1506,91792905254
30659;1;1;53;56;5619;4;60;30;6; ; ;1;1;04;11;1;11;2517,77117475641
30659;1;2;08;62;6201;1;48;48; ; ; ; ;1;04;11;1;11;2517,77117475641
30659;1;3;08;62;6201;4;60;60; ; ; ;1;1;04;11;1;11;2517,77117475641
30660;1;1;77;56;5619;4;42;0;6; ;0;1;1;04;47;1;47;119,852653814352
30660;1;3;77;56;5619;4;42;0;6; ;0;1;1;04;47;1;47;119,852653814352
30661;1;1;44;45;4511;1;48;0;3;1200000; ; ;1;04;50;1;50;181,043647109986
30661;1;2;44;61;6110;1;48;24;6;1000000; ; ;1;04;50;1;50;181,043647109986
30662;1;1;98;49;4921;4;48;15;6; ;54000;1;1;04;70;1;70;86,8482762837244
30663;1;2;41;47;4721;4;48;0;7; ;700000;1;1;04;20;1;20;152,759340589347
30663;1;3;54;81;8121;1;48;0;7;400000; ; ;1;04;20;1;20;152,759340589347
30663;1;7;95;41;4111;4;48;0;7; ;700000;1;1;04;20;1;20;152,759340589347
30664;1;1;98;49;4921;4;40;40; ; ; ;1;1;04;19;1;19;161,859438801848
30666;1;2;32;94;9499;1;40;30;7;877803; ; ;1;04;52;1;52;104,157916040454
30668;1;2;95;41;4112;1;48;0;6;0; ; ;1;04;66;1;66;280,316413999458
30668;1;3;84;95;9522;4;48;0;6; ;0;1;1;04;66;1;66;280,316413999458
30669;1;1;54;81;8121;1;48;0;7;400000; ; ;1;04;20;1;20;99,5602063808026
30670;1;2;13;85;8530;1;32;15;7;980657; ; ;1;04;73;1;73;211,905300950769
30672;1;3;59;86;8621;4;40;40; ; ;1000000;1;1;04;63;1;63;180,845943765631
30673;1;1;39;84;8424;2;48;48; ; ; ; ;1;04;52;1;52;138,842821235125
30673;1;2;12;84;8424;2;40;50; ;10300000; ; ;1;04;52;1;52;138,842821235125
30673;1;5;54;97;9700;3;70;70; ;600000; ; ;1;04;52;1;52;138,842821235125
30674;1;1;49;77;7730;4;56;0;6; ;450000;1;1;04;08;1;08;1002,06803354065
30675;1;1;87;33;3312;1;48;48; ;877800; ; ;1;04;47;1;47;303,2241241106
30675;1;2;45;47;4792;4;14;0;6; ;0;1;1;04;47;1;47;303,2241241106
30678;1;2;02;84;8413;2;48;48; ; ; ; ;1;04;11;1;11;1999,90156103539
30680;1;2;13;85;8530;2;40;54; ;2800000; ; ;1;04;17;1;17;746,857170827214
30681;1;1;57;96;9602;4;70;16;6; ;900000;1;1;04;20;1;20;417,265219213361
30682;1;1;98;49;4921;1;48;24;6;900000; ; ;1;04;76;1;76;739,912587765294
30684;1;1;98;49;4921;4;60;18;7; ;200000;1;1;04;23;1;23;108,663218642432
30684;1;2;45;47;4773;1;48;48; ;877803; ; ;1;04;23;1;23;108,663218642432
30685;1;2;41;47;4761;4;84;0;7; ;0;1;1;04;50;1;50;145,084911692525
30689;1;1;13;85;8530;2;36;36; ;1600000; ; ;1;04;08;1;08;802,6023625581
30689;1;3;18;93;9329;4;40;0;6; ;0;1;1;04;08;1;08;802,6023625581
30689;1;6;54;97;9700;3;48;48; ;800000; ; ;1;04;08;1;08;802,6023625581
30692;1;2;58;84;8412;2;60;60; ;2000000; ; ;1;04;52;1;52;181,880888870542
30692;1;3;21;84;8412;2;60;60; ;2000000; ; ;1;04;52;1;52;181,880888870542
30693;1;2;06;86;8610;4;48;48; ; ; ;1;1;04;19;1;19;349,234698015248
30694;1;2;32;84;8413;2;40;40; ; ; ; ;1;04;15;1;15;89,0788483964073
30695;1;2;32;84;8412;2;48;48; ;1600000; ; ;1;04;44;1;44;77,31358474873
30696;1;1;97;10;1081;1;56;56; ;878116; ; ;1;04;08;1;08;203,091771817726
30697;1;1;38;80;8010;1;48;0;5;890000; ; ;1;04;76;1;76;448,553859858561
30698;1;1;41;47;4721;4;30;0;6; ;0;1;1;04;13;1;13;226,904638046363
30699;1;1;45;47;4759;1;45;0;6;0; ; ;1;04;52;1;52;402,080089445631
30700;1;1;53;56;5619;4;30;25;6; ;250000;1;1;04;70;1;70;134,146237640691
30704;1;1;98;49;4923;4;56;56; ; ;14000000;1;1;04;19;1;19;94,3479206166648
30706;1;1;55;78;7820;1;48;0;6;877000; ; ;1;04;08;1;08;1227,30029221873
