DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6006;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011;AREA
4177132;1;4;1;1;1;1;1;1;3;4; ; ; ;98; ;1;1;2;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;19;1688,33672739312; 
4177133;1;3;2;1;1;1;1;1;3;2; ;320000;98;350000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;1;2;2;1;2; ;4;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;1;10;19;2792,50938544188; 
4177134;1;6;4;1;1;1;1;1;3;5; ; ; ;280000; ;1;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;1;1;2;2;1;3; ;3;1;4;1;1;1;4;1;3;1;1;1;2;1;1;01;1;10;19;1183,74615396967; 
4177135;1;5;3;1;1;1;1;1;3;1; ; ;98;500000; ;2;2;1;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;1;2; ;3;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;1;10;19;1793,8434819863; 
4177136;1;5;2;1;1;1;1;6; ;5; ; ; ;350000; ;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1; ;2;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;1;10;19;1548,58562167215; 
4177137;1;5;3;1;1;1;1;1;3;1; ; ;98;500000; ;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;1;10;19;1026,58809754781; 
4177138;1;3;2;1;1;1;1;1;4;4; ; ; ;300000; ;2;1;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1; ;3;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;1;10;19;1859,3410987172; 
4177139;1;5;2;1;1;1;1;1;3;1; ; ;80000000;400000; ;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;1;1;2;1;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;19;1429,5693285438; 
4177140;1;4;3;1;1;1;1;1;3;1; ; ;98;350000; ;1;1;1;1;1;1;1;2;1;2;1;2;1;1;2;2;1;1;2;1;2;1;2; ;5;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;19;1456,471852026; 
4177141;1;4;2;1;1;1;1;1;4;3; ; ; ; ;350000;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;1;1;2;2;1;3; ;3;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;1;10;19;2144,96265462266; 
4177142;1;5;1;1;1;1;1;1;4;1; ; ;150000000;650000; ;2;1;1;1;1;1;1;1;1;2;1;1;2;1;2;2;1;1;1;1;2;1;2; ;3;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;1;10;19;2210,14525709623; 
4177161;1;3;1;1;1;1;1;1;3;4; ; ; ;200000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;1;2;1;1;1;1;1;2;1;1;01;1;10;19;1234,00517329449; 
4177162;1;4;1;1;1;1;1;3;3;1; ; ;98;170000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;1;2;1;1;1;1;1;2;1;1;01;1;10;19;2144,96265462266; 
4177163;1;4;3;1;1;1;1;1;3;1; ; ;98;98; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;3; ;3;2; ;1;1;1;4;1;1;1;1;1;2;1;1;01;1;10;19;1183,74615396967; 
4177164;1;2;1;1;1;1;1;1;4;3; ; ; ; ;150000;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;2; ;4;2; ;1;2;1;2;1;1;2;1;1;2;1;1;01;1;10;19;2406,02442660287; 
4177165;1;3;2;1;1;1;1;1;3;1; ; ;98;160000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;1;2;1;1;1;1;1;2;1;1;01;1;10;19;2636,74361152389; 
4177166;1;4;3;1;1;1;1;1;3;1; ; ;80000000;250000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;3; ;4;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;1;10;19;2182,41205742525; 
4177167;1;4;3;1;1;1;1;1;3;1; ; ;25000000;200000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;3; ;5;2; ;1;1;7;2;1;1;1;1;1;2;1;1;01;1;10;19;1026,58809754781; 
4177167;2;2;2;1;1;1;1;1;4;4; ; ; ;200000; ;2;2;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;1;2;2;2;1;1; ;2;2; ;2;1;7;2;1;1;1;1;1;2;1;1;01;1;10;19;1026,58809754781; 
4177168;1;3;2;1;1;1;1;1;3;4; ; ; ;300000; ;2;2;2;1;1;1;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;3; ;5;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;1;10;19;2938,42820205244; 
4177169;1;6;3;1;1;1;1;1;3;1; ; ;25000000;200000; ;2;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;3; ;6;2; ;1;1;1;2;1;1;1;1;1;2;1;1;01;1;10;19;1026,58809754781; 
4177170;1;5;3;1;1;1;1;1;3;1; ; ;98;200000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;4; ;5;2; ;1;1;1;2;1;1;1;1;1;2;1;2;01;1;10;19;2456,6288102116; 
4177171;1;4;3;1;1;1;1;2;3;1; ; ;98;250000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;6;2; ;1;1;1;2;1;1;1;1;1;2;1;1;01;1;10;19;2468,29273628772; 
4177172;1;4;1;1;1;1;1;1;3;1; ; ;70000000;350000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;1;2;1;1;1;1;1;2;1;1;01;1;10;19;1234,00517329449; 
4177173;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;2; ;2;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;1;10;19;1323,49725969064; 
4177175;1;3;2;1;1;1;1;1;3;1; ; ;98;350000; ;2;1;1;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2; ;4;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;1;10;19;2739,69063105739; 
4177176;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;2;1;1;1;2;2;2;1;2;2;1;2;2;2;1;2;2;2;1;2; ;3;1;1;1;2;1;2;1;2;1;1;1;2;1;1;01;1;10;19;2767,42383072836; 
4177177;1;4;3;1;1;1;1;1;3;1; ; ;100000000;350000; ;2;1;2;1;1;2;1;1;2;2;1;1;1;1;2;2;2;1;1;2;2;1;3; ;3;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;1;10;19;1793,8434819863; 
4177178;1;4;3;1;1;1;1;1;3;1; ; ;98;380000; ;2;1;1;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;3; ;9;2; ;1;1;1;2;1;2;1;1;1;2;1;1;01;1;10;19;1522,84060382909; 
4177180;1;2;1;1;1;1;1;1;4;3; ; ; ; ;180000;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;1; ;5;2; ;1;2;1;2;1;2;2;1;1;2;1;1;01;1;10;19;2941,86826562944; 
4177181;1;3;2;1;1;1;1;1;3;1; ; ;98;350000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;1;10;19;1234,00517329449; 
4177182;1;3;2;1;1;1;1;1;3;3; ; ; ; ;260000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4; ;4;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;1;10;19;2546,68621086775; 
4177183;1;3;2;1;1;1;1;3;4;3; ; ; ; ;220000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;1;10;19;1640,67074762793; 
4177184;1;4;3;1;1;1;1;1;3;1; ; ;50000000;250000; ;2;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;2;2;1;2;2;1;4; ;4;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;1;10;19;1703,78608133015; 
4177185;1;3;1;1;1;1;1;3;3;3; ; ; ; ;300000;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;1;10;19;1688,33672739312; 
4177192;1;5;3;1;1;1;1;1;3;1; ; ;800000000;700000; ;2;1;1;2;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;1; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;19;1986,84790217594; 
4177193;1;3;1;1;1;1;1;1;4;3; ; ; ; ;430000;1;1;1;2;2;2;1;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;2; ;2;2; ;1;2;1;4;1;3;2;1;1;5;1;1;01;1;10;19;1883,90088264244; 
4177194;1;4;3;1;1;1;1;1;4;3; ; ; ; ;380000;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;1; ;5;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;1;10;19;2030,03045578394; 
4177195;1;5;3;1;1;1;1;1;4;3; ; ; ; ;400000;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;4; ;9;1;1;1;2;1;4;1;3;2;1;1;2;1;1;01;1;10;19;3277,53979066497; 
4177196;1;1;1;1;2;1;1;1;4;3; ; ; ; ;500000;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;1;1; ;1;2; ;1;4;1;2;1;3;2;1;1;3;1;1;01;1;10;19;1934,15990196726; 
4177197;1;1;1;1;2;1;1;1;3;4; ; ; ;50000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;1;10;19;1353,02146642284; 
4177198;1;1;1;1;2;1;1;1;4;3; ; ; ; ;215000;2;1;1;1;2;1;1;2;2;2;1;1;1;1;2;2;2;2;1;2;2;1;2; ;2;2; ;1;4;1;4;1;3;2;1;1;2;1;1;01;1;10;19;1883,90088264244; 
4177199;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;4; ;4;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;1;10;19;2496,99250580292; 
4177200;1;5;4;1;1;1;1;1;4;1; ; ;80000000;450000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2; ;10;2; ;1;1;1;2;1;2;2;1;1;2;1;1;01;1;10;19;2004,88423878258; 
4177202;1;5;4;1;1;1;1;1;3;1; ; ;98;400000; ;2;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2;1;2;1;1;2;1;4; ;6;2; ;1;1;1;2;1;2;1;1;1;2;1;1;01;1;10;19;2172,77585664876; 
4177203;1;3;2;1;1;1;1;6; ;1; ; ;98;300000; ;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;19;1234,00517329449; 
4177204;1;4;2;1;1;1;1;1;3;4; ; ; ;300000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;1;1;1;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;19;2210,14525709623; 
4177205;1;5;3;1;1;1;1;1;3;4; ; ; ;350000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;1;1;2;2;1;3; ;3;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;1;10;19;2010,70776408823; 
4177206;1;4;3;1;1;1;1;1;4;1; ; ;98;400000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;2;2;1;2; ;5;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;1;10;19;1705,55468367277; 
4177207;1;5;3;1;1;1;1;1;3;1; ; ;98;500000; ;1;1;2;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;2;1;2;1;3; ;4;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;1;10;19;1026,58809754781; 
4177208;1;3;2;1;1;1;1;1;3;3; ; ; ; ;330000;1;1;1;1;1;1;1;2;1;2;1;1;2;1;2;2;1;1;1;1;2;1;2; ;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;19;2471,20702907645; 
4177209;1;4;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;2;1;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;2;1;2;01;1;10;19;2144,96265462266; 
4177245;1;5;5;1;1;1;1;1;3;1; ; ;100000000;500000; ;1;2;1;2;1;1;1;2;2;2;1;2;2;1;2;2;2;1;2;2;2;1;2; ;4;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;1;10;19;1064,72986084132; 
4177246;1;5;4;1;1;1;1;1;3;1; ; ;98;400000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;4; ;6;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;1;10;19;2884,99576698188; 
4177248;1;3;2;1;1;1;1;1;1;1; ; ;98;98; ;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;3; ;3;2; ;1;1;1;2;1;1;2;1;1;3;1;2;01;1;10;76;3055,34305620518; 
4177249;1;3;2;1;1;1;1;3;4;3; ; ; ; ;70000;2;1;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2; ; ;4;2; ;1;1;5;2;1;1;2;1;1;3;1;2;01;1;10;76;4949,23981018694; 
4177250;1;2;1;5;1;3;1;1;3;1; ; ;98;100000; ;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;1;2;1;9;1;2;1;3;1;2;01;1;10;76;2348,340344194; 
4177251;1;3;1;5;1;2;5;1;4;3; ; ; ; ;40000;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;1; ;4;2; ;1;2;5;3;1;0;2;2;1;3;2; ;01;1;10;76;4853,46748017705; 
4177252;1;4;3;1;1;1;1;1;3;1; ; ;98;300000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;3; ;5;2; ;1;2;1;2;1;1;1;1;1;3;1;2;01;1;10;76;2351,7114501689; 
4177253;1;4;2;6; ;1;8;1;4;1; ; ;4000000;150000; ;2;2;2;1;1;2;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;1; ;3;2; ;1;1;5;3;1;0;2;2;1;3;2; ;01;1;10;76;3651,0858834592; 
4177263;1;2;1;5;1;2;2;1;4;1; ; ;98;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;5;3;1;1;2;2;2; ;2; ;01;1;10;76;2305,79125131767; 
4177265;1;2;1;5;1;1;5;4;4;1; ; ;4000000;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;5;3;1;0;2;2;1;3;2; ;01;1;10;76;1813,11494487499; 
4177266;1;4;3;5;1;2;5;1;4;3; ; ; ; ;70000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;6;2; ;1;1;5;3;1;9;2;2;2; ;2; ;01;1;10;76;4700,9876566473; 
4177267;1;3;2;1;1;1;1;1;3;3; ; ; ; ;200000;2;1;2;1;1;1;1;1;2;2;1;1;2;1;2;2;1;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;1;1;1;1;3;1;2;01;1;10;76;2689,36743929198; 
4177268;1;4;2;1;1;1;1;1;4;1; ; ;100000000;700000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;1;10;05;894,757177798412;05
4177269;1;6;4;1;1;1;1;1;1;1; ; ;100000000;400000; ;1;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;2;1;2;2;2;1;4; ;4;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;1;10;05;1264,53598487576;05
4177270;1;4;1;1;1;1;1;1;3;1; ; ;260000000;1200000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1163,36800908541;05
4177271;1;6;4;1;1;1;1;1;3;4; ; ; ;98; ;1;1;2;1;1;1;1;2;1;2;1;2;1;2;2;2;1;2;2;2;2;1;3; ;4;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;1;10;05;918,437102885284;05
4177272;1;6;3;1;1;1;1;1;3;1; ; ;120000000;700000; ;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;1;2;1;3; ;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1079,39322210916;05
4177273;1;6;3;1;1;1;1;1;3;4; ; ; ;700000; ;1;2;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1286,69446224322;05
4177274;1;3;2;1;1;1;1;1;1;1; ; ;98;400000; ;1;1;2;1;1;1;1;2;1;2;1;2;1;2;2;2;2;2;1;2;2;1;2; ;3;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;1;10;05;1213,95199698059;05
4177275;1;6;1;1;1;1;1;1;3;3; ; ; ; ;700000;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1163,36800908541;05
4177276;1;5;1;1;1;1;1;1;3;1; ; ;120000000;600000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;1;2; ;2;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1163,36800908541;05
4177278;1;5;4;1;1;1;1;1;3;1; ; ;98;600000; ;1;1;1;1;1;1;1;2;1;2;1;2;1;1;2;2;2;2;2;1;2;1;5; ;6;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1158,38867809649;05
4177279;1;4;2;1;1;1;1;1;3;3; ; ; ; ;350000;1;1;1;2;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1215,62274753967;05
4177279;2;3;2;1;1;1;1;1;3;4; ; ; ;400000; ;1;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;2; ;3;2; ;2;1;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1215,62274753967;05
4177281;1;3;1;1;1;1;1;1;3;3; ; ; ; ;580000;1;1;1;1;1;1;1;2;2;1;1;1;2;1;2;2;2;2;1;2;2;1;2; ;2;2; ;1;2;1;2;1;4;1;1;1;7;1;1;01;1;10;05;1087,72039220807;05
4177282;1;3;2;1;1;1;1;3;4;1; ; ;98;300000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1; ;4;2; ;1;2;1;2;1;1;2;1;1;2;1;1;01;1;10;05;1401,49849908362;05
4177283;1;4;1;1;1;1;1;1;3;1; ; ;98;700000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1163,36800908541;05
4177284;1;3;2;1;1;1;1;1;4;1; ; ;60000000;350000; ;1;2;2;1;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;3; ;3;2; ;1;2;1;2;1;1;2;1;1;2;1;2;01;1;10;05;1022,58893496046;05
4177285;1;3;2;1;1;1;1;1;4;1; ; ;98;300000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;2;1;2;1;1;2;1;1;2;1;2;01;1;10;05;1100,66067160162;05
4177286;1;3;2;1;1;1;1;1;3;2; ;600000;70000000;500000; ;1;1;1;1;1;1;1;2;1;2;1;2;2;1;2;2;2;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;948,246317308292;05
4177287;1;3;2;1;1;1;1;1;4;3; ; ; ; ;400000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;3;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;1;10;05;1141,20953171795;05
4177288;1;3;2;1;1;1;1;1;4;3; ; ; ; ;100000;1;1;2;2;1;1;1;2;2;2;1;2;1;1;2;2;1;2;2;2;2;1;2; ;4;2; ;1;2;1;4;1;1;2;1;1;2;1;2;01;1;10;05;1073,99689022992;05
4177291;1;4;2;1;1;1;1;1;3;3; ; ; ; ;500000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;3;2; ;1;2;1;2;1;2;1;1;1;2;1;1;01;1;10;05;1216,3761167444;05
4177293;1;3;2;1;1;1;1;1;3;1; ; ;70000000;400000; ;2;1;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;4; ;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;995,925153588762;05
4177294;1;3;1;1;1;1;1;1;3;4; ; ; ;400000; ;2;1;2;1;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1040,0415559276;05
4177295;1;1;1;1;1;1;1;1;4;3; ; ; ; ;150000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;1;10;05;1203,90282676618;05
4177296;1;6;3;1;1;1;1;1;3;1; ; ;98;600000; ;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;1;2;1;1; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;1;10;05;1337,27845013839;05
4177297;1;5;3;1;1;1;1;1;3;1; ; ;100000000;400000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;1;2;2;1;2; ;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1170,51202768511;05
4177298;1;3;2;1;1;1;1;1;3;3; ; ; ; ;460000;2;1;2;1;1;1;1;2;1;2;1;1;1;1;2;2;2;2;1;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;05;1216,3761167444;05
4177299;1;3;2;1;1;1;1;1;3;3; ; ; ; ;420000;2;1;1;1;1;1;1;2;1;2;1;2;1;1;2;2;1;1;2;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;05;1216,3761167444;05
4177300;1;4;1;1;1;1;1;1;3;4; ; ; ;400000; ;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;05;1254,48681466136;05
4177301;1;4;2;1;1;1;1;1;3;3; ; ; ; ;550000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;996,601586632125;05
4177302;1;4;3;1;1;1;1;1;3;3; ; ; ; ;670000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2;1;4; ;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;05;1331,80518209778;05
4177303;1;4;3;1;1;1;1;1;3;3; ; ; ; ;460000;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;1;10;05;1076,90204184462;05
4177304;1;1;1;1;1;1;1;2;4;4; ; ; ;200000; ;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;1;1;1;2;1;4;1;2;2;1;1;2;1;1;01;1;10;05;1040,0415559276;05
4177305;1;3;2;1;1;1;1;1;4;3; ; ; ; ;200000;2;2;2;1;1;1;1;2;1;2;1;2;1;1;2;2;2;2;1;2;2;1;3; ;4;2; ;1;2;1;2;1;1;2;1;1;2;1;2;01;1;10;05;1334,2293018616;05
4177306;1;5;3;1;1;1;1;1;3;1; ; ;98;500000; ;1;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;5;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1167,1764996189;05
4177307;1;3;1;1;1;1;1;1;3;3; ; ; ; ;420000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;1;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;894,757177798412;05
4177308;1;4;2;1;1;1;1;3;3;4; ; ; ;400000; ;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1122,35215955375;05
4177309;1;4;1;1;1;1;1;1;3;2; ;900000;200000000;600000; ;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;2;2;1;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;05;1160,46285747071;05
4177310;1;7;3;1;1;1;1;1;3;3; ; ; ; ;568000;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;2;2;1;3; ;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;05;1140,44212007766;05
4177311;1;2;1;1;1;1;1;1;4;4; ; ; ;180000; ;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;1;10;05;1131,16036150355;05
