DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S4;P7510S6;P7510S2A1;P7510S4A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;CLASE;P7510S7A1;P7510S7;DPTO;AREA;fex_c_2011
631893;1;3;95;2;;;;;;;;1;2;;2;;;;;;300000;2;1;2;1;;2;54;54;187.989.468.329.729
631893;1;4;95;2;;;;;;;;1;2;;2;;;;;;300000;2;1;2;1;;2;54;54;187.989.468.329.729
631894;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;27.079.473.940.931
631894;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;27.079.473.940.931
631895;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;345.870.716.652.318
631895;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;345.870.716.652.318
631895;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;345.870.716.652.318
631895;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;345.870.716.652.318
631896;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;262.859.217.242.388
631896;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;262.859.217.242.388
631896;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;262.859.217.242.388
631896;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;262.859.217.242.388
631897;1;1;95;2;;;;;;;;1;2;;2;;;;;;;2;2;2;1;700000;1;54;54;247.435.048.299.542
631897;1;2;95;2;;;;;;;;1;2;;2;;;;;;160000;2;1;2;1;1920000;1;54;54;247.435.048.299.542
631897;1;3;95;2;;;;;;;;1;2;;2;;;;;;960000;2;1;2;1;;2;54;54;247.435.048.299.542
631898;1;1;95;1;;1;2;;;270000;2;2;;;;;;;;;;;;;1;;;54;54;201.796.656.194.284
631898;1;2;95;2;;;;;;;;1;2;;2;;;;;;;2;2;2;1;99;1;54;54;201.796.656.194.284
631899;1;1;95;2;;;;;;;;1;2;;1;;;300000;;;;2;2;2;1;;2;54;54;236.321.940.761.398
631899;1;2;95;2;;;;;;;;1;2;;1;;;340000;;;;2;2;2;1;;2;54;54;236.321.940.761.398
631899;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;236.321.940.761.398
631899;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;236.321.940.761.398
631900;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;25.464.893.010.987
631900;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;25.464.893.010.987
631901;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;54;54;286.976.903.299.001
631901;1;2;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;54;54;286.976.903.299.001
631902;1;1;95;2;;;;;;;;1;2;;2;;;;;;2400000;2;1;2;1;;2;54;54;139.351.480.133.567
631902;1;2;95;2;;;;;;;;1;2;;2;;;;;;600000;2;1;2;1;;2;54;54;139.351.480.133.567
631902;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;139.351.480.133.567
631902;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;139.351.480.133.567
631902;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;139.351.480.133.567
631902;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;139.351.480.133.567
631902;1;7;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;139.351.480.133.567
631902;1;8;95;2;;;;;;;;1;2;;2;;;;;;2300000;2;1;2;1;;2;54;54;139.351.480.133.567
631903;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;154.176.706.596.903
631903;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;154.176.706.596.903
631903;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;154.176.706.596.903
631904;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;270.128.096.720.783
631904;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;270.128.096.720.783
631904;1;5;95;2;;;;;;;;1;2;;1;;;1250000;;;;2;2;2;1;;2;54;54;270.128.096.720.783
631905;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;271.000.967.739.659
631905;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;271.000.967.739.659
631905;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;271.000.967.739.659
631905;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;271.000.967.739.659
631906;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;209.189.069.975.993
631906;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;209.189.069.975.993
631906;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;209.189.069.975.993
631907;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;300.232.324.547.061
631907;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;300.232.324.547.061
631907;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;300.232.324.547.061
631908;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;312.174.556.029.066
631908;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;312.174.556.029.066
631908;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;312.174.556.029.066
631908;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;312.174.556.029.066
631908;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;312.174.556.029.066
631909;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;247.435.048.299.542
631909;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;247.435.048.299.542
631909;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;247.435.048.299.542
631911;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;230.773.431.923.987
631911;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;230.773.431.923.987
631911;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;230.773.431.923.987
631911;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;230.773.431.923.987
631911;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;230.773.431.923.987
631911;1;7;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;230.773.431.923.987
631912;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;187.989.468.329.729
631912;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;187.989.468.329.729
631912;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;187.989.468.329.729
631912;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;187.989.468.329.729
631913;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;369.436.636.092.435
631913;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;369.436.636.092.435
631913;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;369.436.636.092.435
631913;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;369.436.636.092.435
631913;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;369.436.636.092.435
631914;1;1;95;2;;;;;;;;1;2;;2;3600000;;;;;;2;2;1;1;;2;54;54;246.507.179.612.599
631914;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;246.507.179.612.599
631915;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;387.717.286.004.123
631915;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;387.717.286.004.123
631915;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;387.717.286.004.123
631916;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;311.246.687.342.124
631916;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;311.246.687.342.124
631916;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;311.246.687.342.124
631916;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;311.246.687.342.124
631917;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;289.985.482.254.352
631917;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;289.985.482.254.352
631917;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;289.985.482.254.352
631918;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;229.163.056.619.136
631918;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;229.163.056.619.136
631918;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;229.163.056.619.136
631918;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;229.163.056.619.136
631918;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;229.163.056.619.136
631919;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;260.430.968.586.729
631919;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;260.430.968.586.729
631920;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;307.446.206.357.389
631920;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;307.446.206.357.389
631921;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;368.330.235.434.112
631921;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;368.330.235.434.112
631922;1;1;95;2;;;;;;;;1;2;;2;4800000;;;;;;2;2;1;1;;2;54;54;329.518.679.022.529
631922;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;329.518.679.022.529
631923;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;201.796.656.194.284
631923;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;201.796.656.194.284
631924;1;1;95;1;;2;1;;1200000;;2;2;;;;;;;;;;;;;1;;;54;54;260.173.795.147.259
631924;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;260.173.795.147.259
631924;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;260.173.795.147.259
631924;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;260.173.795.147.259
631924;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;260.173.795.147.259
631925;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;217.275.822.805.198
631925;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;217.275.822.805.198
631925;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;217.275.822.805.198
631926;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;331.012.125.797.506
631926;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;331.012.125.797.506
631926;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;331.012.125.797.506
631927;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;371.473.191.252.626
631927;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;371.473.191.252.626
631927;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;371.473.191.252.626
631928;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;25.464.893.010.987
631928;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;25.464.893.010.987
631929;1;1;95;2;;;;;;;;1;2;;2;;;;;;2400000;2;1;2;1;;2;54;54;222.996.257.840.549
631930;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;33.095.712.812.944
631930;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;33.095.712.812.944
631930;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;33.095.712.812.944
631933;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;320.728.061.590.319
631934;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;264.895.772.402.578
631934;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;264.895.772.402.578
631935;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;286.480.134.350.572
631935;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;286.480.134.350.572
631935;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;286.480.134.350.572
631935;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;286.480.134.350.572
631935;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;286.480.134.350.572
631936;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;24.974.842.088.317
631936;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;24.974.842.088.317
631936;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;24.974.842.088.317
631937;1;1;95;1;;2;1;;800000;;2;2;;;;;;;;;;;;;1;;;54;54;149.890.434.752.434
631937;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;149.890.434.752.434
631937;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;149.890.434.752.434
631937;1;6;95;2;;;;;;;;1;2;;2;;;;;;1440000;2;1;2;1;;2;54;54;149.890.434.752.434
631937;1;7;95;2;;;;;;;;1;2;;2;;;;;;1440000;2;1;2;1;;2;54;54;149.890.434.752.434
631938;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;302.268.879.707.251
631939;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;139.351.480.133.567
631939;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;139.351.480.133.567
631939;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;139.351.480.133.567
631939;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;139.351.480.133.567
631939;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;139.351.480.133.567
631939;1;7;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;139.351.480.133.567
631940;1;1;95;1;;2;1;;600000;;2;2;;;;;;;;;;;;;1;;;54;54;302.579.604.213.228
631940;1;2;95;1;;1;2;;;150000;2;2;;;;;;;;;;;;;1;;;54;54;302.579.604.213.228
631940;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;302.579.604.213.228
631940;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;302.579.604.213.228
631940;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;302.579.604.213.228
631941;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;339.098.878.626.711
631941;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;339.098.878.626.711
631941;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;339.098.878.626.711
631942;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;25.464.893.010.987
631942;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;25.464.893.010.987
631943;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;324.102.362.719.714
631943;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;324.102.362.719.714
631943;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;324.102.362.719.714
631943;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;324.102.362.719.714
631943;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;324.102.362.719.714
631943;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;324.102.362.719.714
631944;1;1;95;2;;;;;;;;1;2;;2;;;;;;2400000;2;1;2;1;;2;54;54;286.976.903.299.001
631944;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;286.976.903.299.001
631945;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;271.000.967.739.659
631945;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;271.000.967.739.659
631945;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;271.000.967.739.659
631945;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;271.000.967.739.659
631946;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;156.336.796.060.408
631946;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;156.336.796.060.408
631946;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;156.336.796.060.408
631947;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;25.464.893.010.987
631947;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;25.464.893.010.987
631948;1;1;95;2;;;;;;;;1;2;;1;;;99;;;;2;2;2;1;;2;54;54;201.796.656.194.284
631948;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;201.796.656.194.284
631949;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;260.430.968.586.729
631949;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;260.430.968.586.729
631950;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;262.867.875.473.671
631950;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;262.867.875.473.671
631950;1;3;95;2;;;;;;;;1;2;;2;;;;;;1800000;2;1;2;1;;2;54;54;262.867.875.473.671
631950;1;4;95;2;;;;;;;;1;2;;2;;;;;;2400000;2;1;2;1;;2;54;54;262.867.875.473.671
631951;1;1;95;1;;2;1;;700000;;2;2;;;;;;;;;;;;;1;;;54;54;260.430.968.586.729
631951;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;260.430.968.586.729
631952;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;348.085.803.783.889
631952;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;348.085.803.783.889
631952;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;348.085.803.783.889
631952;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;348.085.803.783.889
631953;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;260.547.897.116.602
631953;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;260.547.897.116.602
631964;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;519.171.476.500.146
631964;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;519.171.476.500.146
631964;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;519.171.476.500.146
631964;2;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;519.171.476.500.146
631964;2;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;519.171.476.500.146
631965;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;297.531.661.322.951
631965;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;297.531.661.322.951
631965;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;297.531.661.322.951
631965;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;297.531.661.322.951
631965;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;297.531.661.322.951
631965;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;297.531.661.322.951
631965;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;297.531.661.322.951
631966;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
631966;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
631966;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
631966;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
631966;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
631967;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;174.271.093.084.777
631967;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;174.271.093.084.777
631968;1;1;95;1;;1;2;;;50000;2;2;;;;;;;;;;;;;1;;;63;98;187.243.690.037.665
631969;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;181.470.640.232.682
631969;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;181.470.640.232.682
631970;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
631970;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;129.792.869.125.037
631982;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;352.698.356.169.572
631982;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;352.698.356.169.572
631982;1;3;95;2;;;;;;;;1;2;;1;;;461500;;;;2;2;2;1;;2;63;98;352.698.356.169.572
631983;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;152.976.009.676.383
631983;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;152.976.009.676.383
631983;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;63;98;152.976.009.676.383
631983;1;4;95;2;;;;;;;;1;2;;2;;;;;;280000;2;1;2;1;;2;63;98;152.976.009.676.383
631983;1;6;95;1;;2;2;250000;;;1;2;;;;;;;;;;;;;1;;;63;98;152.976.009.676.383
631984;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;63;98;2.734.126.306.631
632028;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;5;5;702.308.503.280.431
632028;1;2;95;2;;;;;;;;1;2;;2;;;;;;;2;2;2;1;1350000;1;5;5;702.308.503.280.431
632028;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;5;5;702.308.503.280.431
632028;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;5;5;702.308.503.280.431
632028;2;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;5;5;702.308.503.280.431
632093;1;1;95;1;;1;2;;;400000;2;2;;;;;;;;;;;;;1;;;50;50;154.098.733.386.783
632093;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;50;50;154.098.733.386.783
632093;2;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;50;50;154.098.733.386.783
632096;1;1;95;1;;1;2;;;100000;2;2;;;;;;;;;;;;;1;;;50;50;123.575.086.716.927
632096;2;1;95;2;;;;;;;;1;2;;2;;;;;;3600000;2;1;2;1;;2;50;50;123.575.086.716.927
632098;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;50;50;18.682.814.100.663
632098;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;50;50;18.682.814.100.663
632102;1;1;95;2;;;;;;;;1;2;;2;3600000;;;;;;2;2;1;1;;2;54;54;38.324.382.395.699
632102;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;38.324.382.395.699
632102;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;38.324.382.395.699
632103;1;1;95;2;;;;;;;;1;2;;1;;;800000;;;;2;2;2;1;;2;54;54;423.287.601.145.135
632103;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;54;54;423.287.601.145.135
632105;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;8;580.069.253.665.294
632105;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;8;580.069.253.665.294
632105;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;8;580.069.253.665.294
632106;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;8;551.964.103.595.921
632106;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;8;551.964.103.595.921
632114;1;1;95;2;;;;;;;;1;2;;2;;;;;;2400000;2;1;2;1;;2;8;98;888.882.677.853.119
632114;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;888.882.677.853.119
632115;1;1;95;2;;;;;;;;1;2;;2;16500000;;;;;;2;2;1;1;;2;8;98;544.409.793.267.403
632115;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;544.409.793.267.403
632115;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;544.409.793.267.403
632116;1;1;95;2;;;;;;;;1;2;;2;;;;;;2400000;2;1;2;1;;2;8;98;77.678.254.250.509
632116;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;77.678.254.250.509
632116;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;77.678.254.250.509
632116;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;77.678.254.250.509
632116;1;7;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;77.678.254.250.509
632116;1;8;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;77.678.254.250.509
632116;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;77.678.254.250.509
632116;2;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;77.678.254.250.509
632119;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;804.203.380.165.772
632119;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;804.203.380.165.772
632119;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;804.203.380.165.772
632119;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;804.203.380.165.772
632120;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;103.395.547.303.938
632120;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;103.395.547.303.938
632120;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;103.395.547.303.938
632120;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;103.395.547.303.938
632120;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;103.395.547.303.938
632121;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;820.864.836.644.358
632121;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;820.864.836.644.358
632121;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;820.864.836.644.358
632121;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;820.864.836.644.358
632121;1;7;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;820.864.836.644.358
632121;1;8;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;820.864.836.644.358
632121;1;9;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;820.864.836.644.358
