DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6410S1;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P1879;P1805;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P1880;P1881;P1882;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;P6430;OFICIO;RAMA2D_R4;OCI;MES;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
5127872;1;1;1;60; ;2;8;1;2;1; ;1; ; ;1;1;2;1;24; ;1; ;2;720000;2; ; ;2; ;1;150000;2; ;2; ;2; ; ;2; ; ;1;90000;2;2; ; ;2; ; ;2; ; ;1;720000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;8; ;1; ;1;2;1;2;1;1; ; ; ; ; ; ; ; ;1;1;1;0;360;4; ;2; ; ; ; ; ; ; ;13;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;1;60;01;1;01;0141;870000;08;2120,74305778599; 
5127872;1;3;1;60; ;2;8;2; ; ; ; ; ; ; ; ; ; ;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;260000;1;2400000;3; ;12;2; ; ; ; ;2;1;1;44; ;.;44; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;36;1; ;2; ; ; ; ; ; ; ;13;11;15;1;12;2;1;1;1;2;1;2;1;2;2;2;2;2; ;2;1;1;2;1;2;2;1;3; ;4;61;01;1;01;0161;260000;08;2120,74305778599; 
5127874;1;1;1;60; ;2;8;1;2;1; ;1; ; ;1;1;2;1;6; ;1; ;2;940000;2; ; ;1;84000;1;300000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;8; ; ; ; ; ; ; ; ;60; ;.;60; ; ;3;8; ;1; ;1;2;1;5;1;1; ; ; ; ; ; ; ; ;1;1;1;4;12;1; ;2; ; ; ; ; ; ; ;3;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;1;60;01;1;01;0141;1324000;08;1256,25412132802; 
5127874;1;2;1;60; ;2;8;1;1; ; ;1; ; ;1;2;2;2;6; ;1; ;2;70000;2; ; ;1;100000;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;6; ; ; ; ; ; ; ; ;18;2; ;18; ; ;1;2; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;8;24;3; ;2; ; ; ; ; ; ; ;1;3;15;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;3;54;97;1;01;9700;170000;08;1256,25412132802; 
5127875;1;1;1;60; ;2;8;1;1; ; ;1; ; ;1;2;2;2;36; ;1; ;2;680000;2; ; ;2; ;1;100000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;60; ;.;60; ; ;3;8; ;5; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;96;4; ;2; ; ; ; ; ; ; ;8;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;5; ;1;62;01;1;01;0141;780000;08;2981,42757020585; 
5127876;1;3;1;60; ;2;8;1;1; ; ;1; ; ;1;2;2;2;12; ;1; ;2;350000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;36;1; ;2; ; ; ; ; ; ; ;2;3;5;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;1;50;56;1;01;5630;350000;08;1965,99147722923; 
5127877;1;1;1;60; ;2;8;2; ; ; ; ; ; ; ; ; ; ;408; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;250000;1;2000000;2; ;12;2; ; ; ; ;3;10;2;30;2; ;30; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;1;8;21;4; ;120000;1;8; ;15;60;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;8; ;4;61;01;1;01;0113;370000;08;2009,41631726007; 
5127878;1;1;1;60; ;2;8;2; ; ; ; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;2;80000;1;960000;3; ;12;2; ; ; ; ;2;1;1;8;1; ;8; ; ;1;2; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;12;12;4; ;2; ; ; ; ; ; ; ;1;3;15;1;20;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;4;45;47;1;01;4792;80000;08;1775,29566832634; 
5127878;1;2;1;60; ;2;8;2; ; ; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;300000;1;6500000;3; ;12;2; ; ; ; ;2;1;2;24;1; ;24; ; ;2;2; ;5; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;72;1; ;2; ; ; ; ; ; ; ;1;12;30;1;20;1;1;1;1;2;1;2;1;2;2;2;2;2; ;1;1;1;2;1;2;2;1;3; ;4;95;41;1;01;4111;300000;08;1775,29566832634; 
5127879;1;2;1;60; ;2;8;2; ; ; ; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;400000;1;2000000;2; ;12;1;1;0;1;0;3;1;1;40; ;.;40; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;324;1; ;2; ; ; ; ; ; ; ;2;15;60;2; ; ; ;1;1;2;1;2;2;2;2;2;2;2; ;2;1;2;2;2;2;2;1;3; ;4;61;01;1;01;0113;400000;08;1965,99147722923; 
5127879;1;3;1;60; ;2;8;2; ; ; ; ; ; ; ; ; ; ;360; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;400000;1;2000000;2; ;12;1;1;0;1;0;3;4;1;40; ;.;40; ; ;2;8; ;10; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;1;8;3;4; ;36000;2;1; ;15;60;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;4;61;01;1;01;0113;436000;08;1965,99147722923; 
5127880;1;1;1;60; ;2;8;2; ; ; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;180000;1;2100000;3; ;12;2; ; ; ; ;3;1;1;12;1; ;12; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ;1;30;2;1;1;1;2;1;2;2;2;2;2;2;2; ;2;1;1;2;1;2;1;1;3; ;4;41;47;1;01;4724;180000;08;1857,93431478391; 
5127880;1;2;1;60; ;2;8;1;1; ; ;1; ; ;2;2;2;2;72; ;1; ;2;600000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;52; ;.;52; ; ;3;8; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;36;4; ;2; ; ; ; ; ; ; ;3;12;20;2; ; ; ;1;1;2;1;2;2;2;2;2;2;2; ;2;1;1;2;1;2;1;1;3; ;1;62;01;1;01;0141;600000;08;1857,93431478391; 
5127882;1;1;1;60; ;2;8;2; ; ; ; ; ; ; ; ; ; ;480; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;600000;1;7200000;2; ;12;1;1;0;0;1;2;5;2;40; ;.;40; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;10;90;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;4;61;01;1;01;0113;600000;08;2120,74305778599; 
5127882;1;3;1;60; ;2;8;2; ; ; ; ; ; ; ; ; ; ;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;30;1; ;30; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;10;90;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;6;62;01;1;01;0113; ;08;2120,74305778599; 
5127882;1;4;1;60; ;2;8;1;1; ; ;1; ; ;2;2;2;2;4; ;1; ;2;400000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;60;6; ;2; ; ; ; ; ; ; ;3;11;20;2; ; ; ;1;1;1;1;2;2;2;2;2;1;2; ;1;1;2;2;1;2;2;1;3; ;1;58;52;1;01;5221;400000;08;2120,74305778599; 
5127883;1;5;1;60; ;2;13;1;2;1; ;1; ; ;1;1;2;1;2; ;1; ;2;887000;1;47000;2;2; ;2; ;1;288000;2; ;1;350000;2;1;97032;2;2; ; ;2; ; ;2; ; ;2; ; ;1;74000;2; ;2; ;2; ;2; ;1;18; ; ; ; ; ; ; ; ; ; ; ;10; ; ; ; ; ; ; ; ;56; ;.;64; ; ;9;9; ;1; ;1;1;1;7;1; ; ; ; ; ; ; ; ;1;1;1;1;2;24;1; ;2; ; ; ; ; ; ; ;3;7;30;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3; ;1;97;43;1;01;4322;887000;08;2557,10531324149; 
5127883;1;6;1;60; ;2;8;2; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.;7; ; ; ; ; ; ; ; ;15;2; ;15; ; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;8;2; ; ; ;1;1;1;1;2;2;2;2;2;2;2; ;2;1;2;2;2;2;2;1;3; ;7;45;47;1;01;4711; ;08;2557,10531324149; 
5127885;1;1;1;60; ;2;8;2; ; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;200000;1;2200000;3; ;12;2; ; ; ; ;2;1;1;40; ;.;40; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;2;2; ; ; ; ;1;8;40;4; ;600000;1;8; ;10;30;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;4;61;01;1;01;0113;800000;08;1940,57296124149; 
5127885;1;2;1;60; ;2;8;2; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;900000;1;7200000;3; ;12;2; ; ; ; ;3;1;1;40; ;.;40; ; ;3;5; ;2; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;2;1;0;4;3; ;2; ; ; ; ; ; ; ;3;3;10;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;4;45;92;1;01;9200;900000;08;1940,57296124149; 
5127918;1;1;1;60; ;2;18;1;1; ; ;1; ; ;1;1;1;1;24; ;1; ;2;828116;2; ; ;2; ;1;150000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;414000;1;414000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;50; ;.;50; ; ;2;8; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1;2;1;0;12;1; ;2; ; ; ; ; ; ; ;1;3;30;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;1;60;01;1;01;0141;978116;18;1150,78652334234; 
5127918;1;2;1;60; ;2;18;2; ; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;14;2; ;14; ; ;2;8; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;1; ;2; ; ; ; ; ; ; ;1;3;5;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;3; ;7;62;01;1;01;0141; ;18;1150,78652334234; 
5127919;1;1;1;60; ;2;18;2; ; ; ; ; ; ; ; ; ; ;144; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;400000;1;4800000;3; ;12;2; ; ; ; ;3;9;1;48; ;.;48; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;240;4; ;2; ; ; ; ; ; ; ;8;3;60;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;4;95;41;1;01;4112;400000;18;1150,78652334234; 
5127919;1;2;1;60; ;2;18;2; ; ; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;200000;1;4800000;3; ;12;2; ; ; ; ;3;7;1;48; ;.;48; ; ;1;1; ;4; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;4;3; ;2; ; ; ; ; ; ; ;3;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;4;41;47;1;01;4724;200000;18;1150,78652334234; 
5127920;1;1;1;60; ;2;18;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;600000;1;7200000;3; ;12;2; ; ; ; ;2;1;1;40; ;.;40; ; ;1;8; ;5; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;6;1; ;2; ; ; ; ; ; ; ;9;3;45;2; ; ; ;1;1;2;1;2;2;2;2;1;1;2; ;2;1;1;1;1;2;2;1;8; ;4;61;01;1;01;0161;600000;18;2093,54241762425; 
5127920;1;3;1;60; ;2;18;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;500000;1;500000;3; ;12;2; ; ; ; ;2;1;1;40; ;.;40; ; ;1;8; ;5; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;6;7; ;2; ; ; ; ; ; ; ;3;3;45;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;1;3; ;4;61;01;1;01;0161;500000;18;2093,54241762425; 
5127921;1;1;1;60; ;2;18;2; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;800000;1;9600000;3; ;12;1;2;0;0;2;1;3;2;40; ;.;40; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;84;4; ;2; ; ; ; ; ; ; ;3;3;30;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;4;61;01;1;01;0141;800000;18;1346,16434192887; 
5127921;1;3;1;60; ;2;18;2; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;84;6; ;2; ; ; ; ; ; ; ;9;3;30;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;6;61;01;1;01;0141; ;18;1346,16434192887; 
5127921;1;4;1;60; ;2;18;2; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;35;2; ;35; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;60;6; ;2; ; ; ; ; ; ; ;9;3;10;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;6;62;01;1;01;0141; ;18;1346,16434192887; 
5127922;1;1;1;60; ;2;18;2; ; ; ; ; ; ; ; ; ; ;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;15;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;6;62;01;1;01;0141; ;18;862,549321054806; 
5127922;1;2;1;60; ;2;18;2; ; ; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;21;2; ;21; ; ;2;8; ;2; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;15;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;6;62;01;1;01;0141; ;18;862,549321054806; 
5127922;1;3;1;60; ;2;18;2; ; ; ; ; ; ; ; ; ; ;480; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;600000;1;7200000;3; ;12;1;2;0;0;2;1;5;2;16;2; ;16; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;60;4; ;2; ; ; ; ; ; ; ;3;3;15;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;4;62;01;1;01;0141;600000;18;862,549321054806; 
5127924;1;1;1;60; ;2;18;2; ; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;500000;1;6000000;1; ;12;1;1;1;0;0;1;10;2;30;2; ;30; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;48;5; ;2; ; ; ; ; ; ; ;3;3;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;1;5; ;5;61;01;1;01;0141;500000;18;2093,54241762425; 
5127924;1;2;1;60; ;2;18;1;1; ; ;1; ; ;1;2;2;2;1; ;1; ;2;600000;2; ; ;1;120000;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;43; ;.;43; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;6; ;2; ; ; ; ; ; ; ;8;3;25;2; ; ; ;1;1;2;1;2;2;1;2;1;1;2; ;1;1;1;1;2;2;2;2;8; ;1;61;01;1;01;0141;720000;18;2093,54241762425; 
5127924;1;3;1;60; ;2;18;1;1; ; ;1; ; ;2;2;2;2;24; ;1; ;2;150000;2; ; ;1;120000;1;100000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;24;2; ;24; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;6; ;2; ; ; ; ; ; ; ;3;3;5;2; ; ; ;1;1;2;1;2;1;2;1;2;1;2; ;2;1;2;2;2;2;2;2;5; ;1;62;01;1;01;0141;370000;18;2093,54241762425; 
5127925;1;1;1;60; ;2;18;2; ; ; ; ; ; ; ; ; ; ;200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;300000;1;3600000;1; ;12;1;1;1;0;0;2;10;2;42; ;.;42; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;10;2; ; ; ;1;1;2;1;2;2;2;2;2;2;2; ;1;1;1;2;2;2;1;1;5; ;5;61;01;1;01;0122;300000;18;1167,10960389197; 
5127925;1;3;1;60; ;2;18;1;1; ; ;1; ; ;1;2;2;2;12; ;1; ;2;300000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;10;2; ; ; ;1;1;2;1;1;2;2;2;2;2;2; ;2;1;1;2;2;2;2;2;3; ;1;62;01;1;01;0141;300000;18;1167,10960389197; 
5127925;1;4;1;60; ;2;18;1;1; ; ;1; ; ;1;2;2;2;12; ;1; ;2;100000;2; ; ;1;120000;1;150000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;42; ;.;42; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;10;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;2;5; ;1;62;01;1;01;0161;370000;18;1167,10960389197; 
