DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6080;P6080S1;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;clase;MES;ESC;DPTO;fex_c_2011
5182413;1;2;1;10;2;2;10;1979;40;2;6; ;2;2; ;2; ;1;1; ; ; ;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;70;1348,40279192117
5182413;1;3;1;10;2;2;10;2017;2;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;70;1348,40279192117
5182414;1;1;1;10;1;1;11;1946;73;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;1;0; ; ;2;07;0;70;855,081865583003
5182414;1;2;1;10;2;2;11;1953;66;2;6; ;3;3; ;3; ;1;1; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;855,081865583003
5182414;1;3;1;10;3;1;12;1998;21;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;6;3;3; ;2;07;14;70;855,081865583003
5182415;1;1;1;10;1;2;9;1966;53;1;6; ;3;3; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;70;782,787349639402
5182415;1;2;1;10;2;1;5;1954;66;2;6; ;3;3; ;3; ;1;1; ; ; ;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;782,787349639402
5182415;1;3;1;10;3;1;11;1994;25;3;6; ;3;1;2;1;1;1;4; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;07;10;70;782,787349639402
5182415;1;4;1;10;4;2;12;1989;30;5;6; ;3;2; ;2; ;1;3; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;70;782,787349639402
5182415;1;5;1;10;4;1;5;2017;3;4;6; ; ;1;3;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;782,787349639402
5182416;1;1;1;10;1;2;10;1938;81;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;780,141361498642
5182416;1;2;1;10;2;1;2;1955;65;3;6; ;4;2; ;1;1; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;70;780,141361498642
5182417;1;1;1;10;1;1;1;1975;45;1;6; ;2;3; ;2; ;1;2; ;1;1;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;70;1477,95761018153
5182417;1;2;1;10;2;2;10;1986;33;2;6; ;2;3; ;2; ;1;1; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;07;6;70;1477,95761018153
5182417;1;3;1;10;2;2;10;2007;12;3;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;07;7;70;1477,95761018153
5182417;1;4;1;10;2;1;4;2009;11;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;07;5;70;1477,95761018153
5182417;1;5;1;10;2;2;9;2010;9;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;07;3;70;1477,95761018153
5182418;1;1;1;10;1;1;1;1980;40;1;5; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;13;2;1;2;07;13;70;1226,7815354312
5182418;1;2;1;10;2;2;4;1995;25;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;6;1;3; ;2;07;12;70;1226,7815354312
5182418;1;3;1;10;2;1;3;2010;10;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;07;4;70;1226,7815354312
5182418;1;4;1;10;2;1;1;2016;4;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;07;0;70;1226,7815354312
5182419;1;1;1;10;1;1;7;1983;37;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;70;1878,85811500514
5182419;1;2;1;10;2;2;4;1999;21;2;6; ;2;3; ;2; ;1;1; ; ; ;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;70;1878,85811500514
5182419;1;3;1;10;2;1;7;2016;4;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ;2;2;2; ;1;0; ; ;2;07;0;70;1878,85811500514
5182419;1;4;1;10;2;2;12;2017;2;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2;07; ;70;1878,85811500514
5182419;1;5;1;10;2;1;2;2019;1;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2;07; ;70;1878,85811500514
5182420;1;1;1;10;1;1;11;1967;52;1;6; ;3;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;70;1137,11028377347
5182420;1;2;1;10;2;2;9;1977;42;2;6; ;3;3; ;2; ;1;1; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;70;1137,11028377347
5182420;1;3;1;10;2;1;10;2008;11;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;07;5;70;1137,11028377347
5182421;1;1;1;10;1;1;1;1960;60;1;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;1159,44682107084
5182422;1;1;1;10;1;1;9;1949;70;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;07;2;70;1053,77694878022
5182422;1;2;1;10;2;2;4;1952;68;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;1053,77694878022
5182422;1;3;1;10;3;2;10;1985;34;3;6; ;4;1;1;1;2; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;70;1053,77694878022
5182422;1;4;1;10;3;1;3;2005;15;4;6; ;6;3; ;1;3; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;07;9;70;1053,77694878022
5182422;1;5;1;10;3;2;3;2010;10;4;6; ;6;2; ;1;3; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;07;3;70;1053,77694878022
5182422;1;6;1;10;3;1;11;2014;5;4;6; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;07;0;70;1053,77694878022
5182422;1;7;1;10;7;2;8;1990;29;3;6; ;4;1;1;1;2; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;70;1053,77694878022
5182422;1;8;1;10;7;1;12;2009;10;4;6; ;6;2; ;1;7; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;07;3;70;1053,77694878022
5182422;1;9;1;10;7;2;4;2011;9;4;6; ; ;2; ;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;70;1053,77694878022
5182422;1;10;1;10;7;2;4;2014;6;4;6; ; ;2; ;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;07;0;70;1053,77694878022
5182423;1;1;1;10;1;1;5;1970;50;1;6; ;4;3; ;3; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;70;1413,28259945761
5182423;1;2;1;10;1;2;12;2002;17;3;6; ;6;1;1;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;6;0;2;2;2;07;11;70;1413,28259945761
5182424;1;1;1;10;1;1;5;1964;56;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;70;1291,38696730063
5182424;1;2;1;10;2;1;11;1997;22;3;6; ;6;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;70;1291,38696730063
5182424;1;3;1;10;3;1;1;1996;24;3;6; ;1;1;1;2; ;1;4; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;70;1291,38696730063
5182424;1;4;1;10;4;2;8;1996;24;5;6; ;1;2; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;70;1291,38696730063
5182424;1;5;1;10;5;1;6;1937;83;5;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;1291,38696730063
5182425;1;1;1;10;1;1;11;1938;81;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;739,863962262329
5182425;1;2;1;10;2;2;5;1960;60;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;739,863962262329
5182425;1;3;1;10;3;1;3;1982;38;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;07;7;70;739,863962262329
5182425;1;4;1;10;4;2;6;1980;40;3;6; ;4;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;70;739,863962262329
5182425;1;5;1;10;4;1;4;2003;17;4;6; ;6;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;07;6;70;739,863962262329
5182425;1;6;1;10;4;2;2;2005;15;4;6; ;6;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;07;6;70;739,863962262329
5182426;1;1;1;10;1;2;1;1952;68;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;979,362825709409
5182426;1;2;1;10;2;1;8;1972;47;3;6; ;2;3; ;1;1;2; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;07;8;70;979,362825709409
5182427;1;1;1;10;1;1;12;1935;84;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;70;1159,44682107084
5182428;1;1;1;10;1;1;5;1960;60;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;70;1150,05635041976
5182428;1;2;1;10;2;2;5;1960;60;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;70;1150,05635041976
5182428;1;3;1;10;3;1;11;1985;34;3;6; ;2;1;1;1;2;1;4; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;70;1150,05635041976
5182428;1;4;1;10;4;2;3;1987;33;5;6; ;2;2; ;2; ;1;3; ; ; ; ;1; ; ; ; ; ; ;2;1;36; ; ; ;2;1;2; ;4;9; ; ;2;07;9;70;1150,05635041976
5182428;1;5;1;10;4;2;12;2003;16;4;6; ;6;1;3;1;4; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;07;8;70;1150,05635041976
5182428;1;6;1;10;4;2;9;2007;12;4;6; ;6;1;3;1;4; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;07;6;70;1150,05635041976
5182428;1;7;1;10;4;2;2;2009;11;4;6; ;6;1;3;1;4; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;07;3;70;1150,05635041976
5182428;1;8;1;10;4;2;3;2011;9;4;6; ; ;1;3;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;70;1150,05635041976
5182428;1;9;1;10;4;1;5;2014;6;4;6; ; ;1;3;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;07;0;70;1150,05635041976
5182429;1;1;1;10;1;2;1;1969;51;1;6; ;4;3; ;2; ; ; ; ;1; ; ; ; ; ; ; ; ; ;2;1;120; ; ; ;2;1;2; ;5;11;2; ;2;07;11;70;935,503491593275
5182430;1;1;1;10;1;1;6;1984;36;1;6; ;2;2; ;2; ;2; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;70;1358,66828528161
5182431;1;1;1;10;1;1;2;1980;40;1;6; ;2;3; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;1054,30332979377
5182431;1;2;1;10;2;2;3;1964;56;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;70;1054,30332979377
5182431;1;3;1;10;3;1;12;2001;18;3;6; ;6;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;72; ; ; ;2;1;2; ;4;8; ; ;2;07;8;70;1054,30332979377
5182432;1;1;1;10;1;1;2;1987;33;1;1;800_02;2;2; ;2; ;1;2; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;6;1;3; ;2;07;12;70;1690,49099594433
5182432;1;2;1;10;2;2;10;1980;39;2;1;800_02;2;3; ;2; ;1;1; ;1;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;70;1690,49099594433
5182432;1;3;1;10;2;2;2;2012;8;3;1;800_02; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;70;1690,49099594433
5182432;1;4;1;10;4;2;3;2003;17;3;1;800_02;1;2; ;1;2;1;5; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;70;1690,49099594433
5182432;1;5;1;10;5;1;1;2000;20;5;1;800_02;1;2; ;2; ;1;4; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;70;1690,49099594433
5182433;1;1;1;10;1;1;12;1940;79;1;6; ;2;3; ;3; ;2; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;70;1194,39121325308
5182433;1;2;1;10;2;2;4;1982;38;3;6; ;2;1;1;2; ;1;3; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;07;13;70;1194,39121325308
5182433;1;3;1;10;3;1;7;1979;41;5;6; ;2;2; ;2; ;1;2; ;1;1; ; ; ;1; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;70;1194,39121325308
5182433;1;4;1;10;4;2;12;2001;18;4;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;6;3;3; ;2;07;14;70;1194,39121325308
5182434;1;1;1;10;1;2;1;1948;72;1;1;800_02;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;70;721,897573468752
5182434;1;2;1;10;1;2;9;1965;54;3;1;800_02;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;721,897573468752
5182434;1;3;1;10;3;1;10;1997;22;4;1;800_02;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;6;1;3; ;2;07;12;70;721,897573468752
5182435;1;1;1;10;1;1;12;1994;25;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;70;1488,91238278009
5182435;1;2;1;10;2;2;11;1977;42;2;6; ;2;2; ;2; ;1;1; ; ; ;1; ; ;1; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;70;1488,91238278009
5182435;1;3;1;10;3;1;6;1998;22;3;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;07;13;70;1488,91238278009
5182435;1;4;1;10;2;1;6;2003;17;3;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;07;8;70;1488,91238278009
5182435;1;5;1;10;2;1;8;2017;2;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;70;1488,91238278009
5182437;1;1;1;10;1;1;8;1955;64;1;1;800_02;2;3; ;2; ;1;2; ; ; ;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;70;847,610936256862
5182437;1;2;1;10;2;2;9;1953;66;2;1;800_02;2;3; ;2; ;1;1; ;1;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;847,610936256862
5182437;1;3;1;10;3;1;12;1980;39;3;1;800_02;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;70;847,610936256862
5182437;1;4;1;10;4;2;12;1978;41;3;1;800_02;3;1;1;1;2;1;5; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;70;847,610936256862
5182437;1;5;1;10;5;1;3;1982;38;5;1;800_02;3;3; ;2; ;1;4; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;70;847,610936256862
5182437;1;6;1;10;4;2;7;2003;17;4;1;800_02;6;1;5;1;4; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;07;10;70;847,610936256862
5182437;1;7;1;10;4;1;8;2005;14;4;1;800_02;6;1;5;1;4; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;07;8;70;847,610936256862
5182437;1;8;1;10;8;2;6;1982;38;3;1;800_02;4;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;70;847,610936256862
5182437;1;9;1;10;8;2;8;2009;10;4;1;800_02;6;2; ;1;8; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;07;4;70;847,610936256862
5182437;1;10;1;10;10;1;9;1984;35;3;1;800_02;2;1;1;1;2;1;11; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;70;847,610936256862
5182437;1;11;1;10;11;2;2;1989;31;5;1;800_02;2;3; ;2; ;1;10; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;70;847,610936256862
5182437;1;12;1;10;11;2;10;2012;7;4;1;800_02; ;1;10;1;11; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;70;847,610936256862
5182438;1;1;1;10;1;1;7;1975;45;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ;1; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;70;1869,69984087017
5182438;1;2;1;10;2;2;12;1984;35;2;6; ;2;2; ;2; ;1;1; ; ; ;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;07;13;70;1869,69984087017
5182438;1;3;1;10;2;2;12;2010;9;3;5; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;07;3;70;1869,69984087017
5182438;1;4;1;10;2;2;8;2014;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;07;0;70;1869,69984087017
5182439;1;1;1;10;1;1;10;1990;29;1;5; ;6;3; ;1;2; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ;1;3;106000;2;1;2; ;6;5;4; ;2;07;16;70;1447,59115809952
5182439;1;2;1;10;2;2;2;1952;68;5;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;1447,59115809952
5182439;1;3;1;10;1;2;10;2011;8;5;6; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;1; ; ;2;07;1;70;1447,59115809952
5182440;1;1;1;10;1;2;6;1980;40;1;6; ;4;3; ;2; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;70;1445,71801281341
5182440;1;2;1;10;2;1;9;2000;19;3;6; ;6;2; ;1;1; ; ; ; ; ; ;1; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;07;6;70;1445,71801281341
5182440;1;3;1;10;1;2;10;2006;13;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;07;7;70;1445,71801281341
5182440;1;4;1;10;1;2;7;2009;11;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;07;5;70;1445,71801281341
5182440;1;5;1;10;1;2;10;2004;15;3;6; ;4;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;07;9;70;1445,71801281341
5182440;1;6;1;10;1;1;6;2020;0;4;6; ; ;2; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2;07; ;70;1445,71801281341
5182441;1;1;1;10;1;2;8;1941;78;1;1;800_02;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;1025,46678751632
5182441;1;2;1;10;2;1;8;1953;67;2;1;800_02;2;3; ;3; ;1;1; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;1025,46678751632
5182441;1;3;1;10;3;1;8;1975;44;3;1;800_02;3;1;2;1;1;1;4; ; ; ; ; ; ; ; ; ; ;1;1; ; ;2;2;116400;2;1;2; ;5;11;2; ;2;07;11;70;1025,46678751632
5182441;1;4;1;10;4;2;4;1990;30;5;1;800_02;3;3; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;6;4;3; ;2;07;15;70;1025,46678751632
5182441;1;5;1;10;4;2;1;2018;2;4;1;800_02; ;1;3;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;70;1025,46678751632
5182442;1;1;1;10;1;1;10;1993;26;1;6; ;2;2; ;2; ;1;2; ;1; ; ; ; ; ; ;1; ; ;1; ; ;1;1;34600;2;1;2; ;5;11;2; ;2;07;11;70;1924,21407764594
5182442;1;2;1;10;2;2;8;1997;22;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;6;2;3; ;2;07;13;70;1924,21407764594
5182442;1;3;1;10;2;1;5;2014;6;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;07;0;70;1924,21407764594
5182442;1;4;1;10;2;1;12;2016;3;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;1924,21407764594
5182442;1;5;1;10;2;1;10;2018;1;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;70;1924,21407764594
5182443;1;1;1;10;1;2;4;1949;71;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;1074,12786871493
5182443;1;2;1;10;2;1;1;1970;50;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;1074,12786871493
5182443;1;3;1;10;3;2;12;1992;27;3;6; ;2;3; ;1;1;1;4; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;70;1074,12786871493
